"","fips","state","county","lifeExpectancy","lifeExpectancyAIAN","lifeExpectancyAsian","lifeExpectancyBlack","lifeExpectancyHispanic","lifeExpectancyWhite","prematureDeathsAgeAdjusted","prematureDeathsAgeAdjustedRate","prematureDeathsAgeAdjustedAIAN","prematureDeathsAgeAdjustedAsian","prematureDeathsAgeAdjustedBlack","prematureDeathsAgeAdjustedHispanic)","prematureDeathsAgeAdjustedWhite","deathsChild","deathsChildRate","deathsChildRateAIAN","deathsChildRateAsian","deathsChildRateBlack","deathsChildRateHispanic","deathsChildRateWhite","deathsInfant","deathsInfantRate","deathsInfantRateAIAN","deathsInfantRateAsian","deathsInfantRateBlack","deathsInfantRateHispanic","deathsInfantRateWhite","freqPhysDistress%","freqMentDistress%","diabetesAdultPrevalence%","HIVCases","HIVCaseRate","foodInsecure","foodInsecure%","limitedAccessHealthyFood","limitedAccessHealthyFood%","drugOverdoseDeaths","drugOverdoseDeathsRate","drugOverdoseDeathsRateAIAN","drugOverdoseDeathsRateAsian","drugOverdoseDeathsRateBlack","drugOverdoseDeathsRateHispanic","drugOverdoseDeathsRateWhite","motorVehicleDeaths","motorVehicleDeathsRate","motorVehicleDeathsRateAIAN","motorVehicleDeathsRateAsian","motorVehicleDeathsRateBlack","motorVehicleDeathsRateHispanic","motorVehicleDeathsRateWhite","insufficientSleep%","uninsuredAdults","uninsuredAdults%","uninsuredChildren","uninsuredChildren%","otherPrimCareProvRate","otherPrimCareProvRatio","disconnectedYouth%","readingAveragePerf","readingAveragePerfAsian","readingAveragePerfBlack","readingAveragePerfHispanic","readingAveragePerfWhite","mathAveragePerf","mathAveragePerfAsian","mathAveragePerfBlack","mathAveragePerfHispanic","mathAveragePerfWhite","medianHouseholdIncome","medianHouseholdIncomeAIAN","medianHouseholdIncomeAsian","medianHouseholdIncomeBlack","medianHouseholdIncomeHispanic","medianHouseholdIncomeWhite","childrenFreeLunch%","segregationIndexBlackWhite","segregationIndexWhitenonWhite","homicideRate","homicideRateAIAN","homicideRateAsian","homicideRateBlack","homicideRateHispanic","homicideRateWhite","suicides","suicideRateAgeAdjusted","suicideCrudeRate","suicideCrudeRateAIAN","suicideCrudeRateAsian","suicideCrudeRateBlack","suicideCrudeRateHispanic","suicideCrudeRateWhite","firearmFatalities","firearmFatalitiesRate","firearmFatalitiesAIAN","firearmFatalitiesAsian","firearmFatalitiesBlack","firearmFatalitiesHispanic","firearmFatalitiesWhite","juvenileArrestsNonPetitioned","juvenileArrestsPetitioned","juvenileArrestsDenominator","juvenileArrestsRate","trafficVolume","homeowners","homeowners%","severeCostBurden","severeCostBurden%","Population","Population%lt18","Population%65andover","Population#Black","Population%Black","Population#AmericanIndian&AlaskaNative","Population%AmericanIndian&AlaskaNative","Population#Asian","Population%Asian","Population# Native Hawaiian/Other Pacific Islander","Population%Native Hawaiian/Other Pacific Islander","Population#Hispanic","Population%Hispanic","Population#Non-Hispanic White","Population%Non-Hispanic White","Population#NotEnglishProficient","Population%NotEnglishProficient","Population%Female","Population#Rural","Population%Rural"
"24","17045","Illinois","Edgar",77.091262117,NA,NA,NA,NA,NA,268,388.5254198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.573161143,12.084941639,9,9,60.2,2020,11.5,2872.9031937,15.465671801,NA,NA,NA,NA,NA,NA,NA,24,19.36889678,NA,NA,NA,NA,NA,29.441442329,724,7.1903863343,101,2.7356446371,149.76959,"668:1",NA,2.7959548263,NA,NA,NA,NA,2.4064695529,NA,NA,NA,NA,51577,NA,44732,NA,NA,51094,46.62004662,NA,22.357173413,NA,NA,NA,NA,NA,NA,19,22.799418933,21.650201119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",1700,NA,114.66873106,5742,75.652173913,676,9.3525179856,17360,20.391705069,21.756912442,110,0.633640553,43,0.2476958525,63,0.3629032258,5,0.0288018433,217,1.25,16786,96.693548387,76,0.4568405867,50.979262673,9623,51.803402239
"25","17047","Illinois","Edwards",79.091103915,NA,NA,NA,NA,NA,93,365.88575027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.270455052,11.643238714,5.3,NA,NA,620,9.5,532.77172678,7.9269710873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.243452187,261,7.1136549469,40,2.6455026455,62.57822,"1598:1",NA,3.4141294243,NA,NA,NA,NA,3.6201992898,NA,NA,NA,NA,51280,NA,NA,NA,NA,NA,38.768898488,NA,NA,NA,NA,NA,NA,NA,NA,11,37.777139381,33.792086508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",700,10,57.902673449,2288,82.42074928,128,4.7636769632,6392,22.41864831,21.51126408,34,0.5319148936,33,0.5162703379,25,0.3911138924,0,0,102,1.5957446809,6152,96.245306633,26,0.4239360835,50.735294118,6721,100
"26","17049","Illinois","Effingham",78.896803381,NA,NA,NA,NA,NA,385,314.54426941,NA,NA,NA,NA,NA,20,61.816158744,NA,NA,NA,NA,NA,25,8.1300813008,NA,NA,NA,NA,NA,10.024722104,11.402973835,12.2,8,28.3,3190,9.3,1635.1265667,4.7752075426,18,17.522340985,NA,NA,NA,NA,NA,34,14.162122986,NA,NA,NA,NA,NA,28.556906867,1391,6.9059676298,204,2.4233784747,163.7044,"611:1",NA,3.3069098625,NA,NA,NA,NA,2.986140403,NA,NA,NA,NA,60773,NA,71458,36250,42109,56581,37.75671406,60.091805949,49.645883021,4.9983963478,NA,NA,NA,NA,NA,26,15.911343047,15.167690486,NA,NA,NA,NA,NA,14,8.1672179539,NA,NA,NA,NA,NA,NA,"59",3600,16.388888889,139.86479069,10526,77.654002213,930,7.0873342478,34208,23.690364827,17.665458372,180,0.5261927035,92,0.2689429373,270,0.7892890552,9,0.0263096352,752,2.1983161833,32688,95.556594949,261,0.8171571697,50.178320861,20442,59.698615735
"27","17051","Illinois","Fayette",78.631763576,NA,NA,NA,NA,NA,312,391.93729007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.571744968,12.564265204,10.8,50,269,2700,12.3,3109.9515139,14.046754805,13,20.003385188,NA,NA,NA,NA,NA,36,23.533103232,NA,NA,NA,NA,NA,31.217563645,1025,8.8552915767,140,3.0062271849,46.69406,"2142:1",NA,3.0876197971,NA,NA,NA,NA,3.047729351,NA,NA,NA,NA,47484,NA,59205,NA,NA,44312,54.962610469,NA,37.62842285,NA,NA,NA,NA,NA,NA,18,14.736452027,16.528622064,NA,NA,NA,NA,NA,12,11.019081376,NA,NA,NA,NA,NA,NA,"57",2100,27.142857143,56.607609303,6133,80.527836134,718,9.8775622507,21416,21.091707135,18.985805006,937,4.3752334703,62,0.2895031752,78,0.364213672,5,0.0233470303,391,1.8257377662,19738,92.164736645,74,0.360132373,47.217033993,14831,66.987353207
"28","17053","Illinois","Ford",76.117497844,NA,NA,NA,NA,NA,219,443.8197391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.024143204,12.353013225,4.9,6,53.4,1540,11.4,918.34449292,6.5218698454,NA,NA,NA,NA,NA,NA,NA,12,12.580858224,NA,NA,NA,NA,NA,30.556391724,584,7.6051569215,86,2.7146464646,90.47045,"1105:1",NA,3.2319683963,NA,NA,NA,NA,3.1104407128,NA,NA,NA,NA,55357,NA,NA,43125,NA,51455,44.398025066,35.192299248,29.353208929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",1500,NA,38.800454192,4079,70.583145873,509,9.2060047025,13264,22.896562123,18.75,125,0.9424004825,50,0.376960193,66,0.4975874548,5,0.0376960193,471,3.5509650181,12399,93.478588661,41,0.3237779357,50.572979493,5883,41.779703146
"29","17055","Illinois","Franklin",75.602424875,NA,NA,NA,NA,NA,740,488.51559254,NA,NA,NA,NA,NA,24,68.900180863,NA,NA,NA,NA,NA,22,6.8174775333,NA,NA,NA,NA,NA,12.064972326,13.238853302,7.2,22,66.8,5400,13.7,1720.2791341,4.348421764,33,28.229738747,NA,NA,NA,NA,NA,67,24.416642675,NA,NA,NA,NA,NA,30.91618435,1891,8.480581218,211,2.3570151921,67.18173,"1489:1",14.503816794,2.8444486734,NA,NA,NA,NA,2.5316981753,NA,NA,NA,NA,42071,NA,NA,29565,30938,41714,47.670832657,64.826206128,30.868635732,NA,NA,NA,NA,NA,NA,36,18.912912655,18.386671706,NA,NA,NA,NA,NA,24,12.257781137,NA,NA,NA,NA,NA,NA,"64",4000,16,130.32566659,11910,73.814688565,1764,11.53016537,38701,22.25265497,20.495594429,216,0.558125113,160,0.4134260097,157,0.405674272,6,0.0155034754,685,1.7699801039,37034,95.692617762,41,0.1112558341,50.667941397,19219,48.580672885
"30","17057","Illinois","Fulton",76.533531069,NA,NA,NA,NA,NA,574,417.42754673,NA,NA,NA,NA,NA,16,57.169400079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.120837888,12.060103793,8.1,57,186.3,4310,12.1,2411.6214544,6.5057634531,20,18.959143047,NA,NA,NA,NA,NA,38,15.188274652,NA,NA,NA,NA,NA,31.54493792,1465,7.7755957752,190,2.658086178,54.52876,"1834:1",7.188703466,2.8920761157,NA,NA,NA,NA,2.6692807285,NA,NA,NA,NA,51258,NA,NA,NA,41250,50540,50.199521149,NA,32.636289647,NA,NA,NA,NA,NA,NA,36,17.794247372,20.316485699,NA,NA,NA,NA,NA,20,11.2869365,NA,NA,NA,NA,NA,NA,"26",3400,7.6470588235,90.542523378,10825,76.82753726,1219,8.8906717234,34844,19.779589025,20.626219722,1318,3.7825737573,233,0.6686947538,119,0.3415222133,4,0.0114797383,1082,3.1052691999,31933,91.64562048,308,0.914082208,47.959476524,22251,60.02589765
"31","17059","Illinois","Gallatin",74.000434713,NA,NA,NA,NA,NA,106,510.7674305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.705818231,13.055963234,14.1,NA,NA,640,12.2,1635.830105,29.268744051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.392197713,229,8.0435546189,31,2.878365831,39.54132,"2529:1",NA,3.172029873,NA,NA,NA,NA,2.8498989515,NA,NA,NA,NA,43330,NA,NA,NA,NA,NA,64.228723404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",500,NA,22.510850275,1738,75.108038029,138,6.5032987747,5058,20.838275998,23.289837881,33,0.6524317912,23,0.4547251878,12,0.2372479241,0,0,87,1.7200474496,4824,95.37366548,17,0.3474351114,51.16646896,5589,100
"32","17061","Illinois","Greene",75.872466746,NA,NA,NA,NA,NA,212,437.56041927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.115401903,12.35100635,11.4,6,53.6,1610,12.1,881.61609409,6.3489564604,11,27.981989774,NA,NA,NA,NA,NA,24,25.753559893,NA,NA,NA,NA,NA,30.72922864,591,7.7033368092,86,2.9850746269,76.6636,"1304:1",NA,2.9202993035,NA,NA,NA,NA,2.6371667454,NA,NA,NA,NA,47314,NA,NA,NA,NA,NA,57.939914163,NA,43.535745342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",1300,8.4615384615,8.9468357937,3958,79.080919081,284,5.9651333753,13044,21.266482674,19.556884391,170,1.3032812021,37,0.2836553205,35,0.2683226004,2,0.01533272,167,1.280282122,12531,96.067157314,6,0.0477783086,49.662680159,9838,70.848336454
"33","17063","Illinois","Grundy",78.635982852,NA,NA,NA,81.64744251,78.479171622,563,330.32417593,NA,NA,NA,297.11767857,334.1105238,18,34.87831344,NA,NA,NA,NA,NA,21,4.9307349143,NA,NA,NA,NA,NA,9.4952593839,10.844696451,4.9,10,24.2,4530,9,2478.9004829,4.9515619977,30,19.737491365,NA,NA,NA,NA,NA,40,11.316377628,NA,NA,NA,NA,NA,29.776616161,1917,6.2211981567,294,2.1808471182,82.39818,"1214:1",NA,3.1509716728,NA,NA,2.8992533204,3.2272188727,3.0030369757,NA,NA,NA,NA,79348,NA,NA,NA,60848,75247,26.333739342,37.842962314,29.702800705,NA,NA,NA,NA,NA,NA,34,13.39089984,13.440807081,NA,NA,NA,NA,NA,17,6.7204035405,NA,NA,NA,NA,NA,NA,"60",6200,9.6774193548,154.48369246,13799,71.136199608,1999,10.499501024,50972,25.311935965,14.072431923,806,1.5812602998,178,0.3492113317,448,0.8789139135,26,0.0510083968,5207,10.215412383,43908,86.141410971,418,0.8824709186,50.125559131,12203,24.375287138
"34","17065","Illinois","Hamilton",78.163893023,NA,NA,NA,NA,NA,113,347.66745243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.760563328,12.16324538,19.3,NA,NA,870,10.6,366.20440647,4.3301928162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.312119815,325,7.0468343452,42,2.2388059701,110.25358,"907:1",NA,3.1825526762,NA,NA,NA,NA,2.9068896257,NA,NA,NA,NA,53028,NA,NA,NA,NA,NA,49.796582587,NA,37.936647051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",900,0,38.047121711,2721,80.598341232,183,5.8058375635,8163,21.977214259,21.84245988,56,0.6860222957,36,0.441014333,30,0.3675119441,1,0.0122503981,140,1.7150557393,7842,96.067622198,16,0.2063185042,51.096410633,5759,68.097434078
"35","17067","Illinois","Hancock",79.42305356,NA,NA,NA,NA,NA,242,337.06178261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.471737636,11.729355418,7.4,5,32.3,1810,9.9,2706.6163366,14.167799082,NA,NA,NA,NA,NA,NA,NA,23,17.831116073,NA,NA,NA,NA,NA,29.498860739,679,6.7461500248,102,2.5855513308,61.64537,"1622:1",NA,3.2143711842,NA,NA,NA,NA,2.8939127998,NA,NA,NA,NA,53553,NA,NA,NA,NA,NA,50.15522594,NA,28.507116872,NA,NA,NA,NA,NA,NA,15,18.275736481,16.397205916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",1800,10,47.170940787,6047,81.495956873,422,5.8897418004,17844,20.92580139,23.167451244,103,0.5772248375,69,0.3866845999,76,0.4259134723,16,0.0896659942,287,1.6083837705,17134,96.021071509,35,0.204105435,50.403496974,13559,70.974664992
"36","17069","Illinois","Hardin",72.040352759,NA,NA,NA,NA,NA,107,582.64984413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.122860646,13.249038486,4.9,0,0,550,13.2,206.29602484,4.7753709454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.471192799,191,8.6347197107,22,3.0470914127,76.72634,"1303:1",NA,2.576312517,NA,NA,NA,NA,2.553824276,NA,NA,NA,NA,41713,NA,NA,NA,NA,NA,54.62478185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",400,NA,7.6809454634,1155,80.319888734,67,4.9556213018,3910,18.158567775,25.703324808,20,0.5115089514,29,0.7416879795,18,0.4603580563,5,0.1278772379,88,2.2506393862,3702,94.680306905,0,0,49.25831202,4320,100
"37","17071","Illinois","Henderson",78.714190694,NA,NA,NA,NA,NA,112,388.71029787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.06532172,11.543997769,13.5,NA,NA,700,10.1,33.422192533,0.4559022307,NA,NA,NA,NA,NA,NA,NA,11,22.766314134,NA,NA,NA,NA,NA,29.993856343,337,8.6945304438,51,3.932151118,14.90535,"6709:1",NA,2.4364654577,NA,NA,NA,NA,2.3109377426,NA,NA,NA,NA,53632,NA,NA,NA,NA,NA,56.472081218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",600,8.3333333333,17.600451003,2433,81.371237458,116,4.0361864997,6709,18.110001491,25.130421821,23,0.3428230735,20,0.2981070204,30,0.4471605306,5,0.0745267551,132,1.9675063348,6425,95.76688031,4,0.0610314312,51.170070055,7306,99.658982403
"38","17073","Illinois","Henry",79.275600825,NA,NA,NA,84.041050253,79.164972383,632,325.06126057,NA,NA,NA,NA,NA,20,45.094811842,NA,NA,NA,NA,NA,21,5.7142857143,NA,NA,NA,NA,NA,10.235930879,11.531606817,13.7,22,52.7,4890,9.9,2558.7174505,5.0681722665,13,8.8017440994,NA,NA,NA,NA,NA,46,13.262714186,NA,NA,NA,NA,NA,29.644411094,2177,7.7204057025,295,2.5786713287,40.7415,"2455:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58042,53125,NA,20337,44926,58230,41.73086182,56.66503593,40.063182487,NA,NA,NA,NA,NA,NA,36,14.817962539,14.585409728,NA,NA,NA,NA,NA,21,8.5081556749,NA,NA,NA,NA,NA,NA,"12",5200,2.3076923077,67.683432345,15574,77.780552365,1516,7.8374605801,49090,22.360969648,20.332043186,895,1.8231819108,157,0.3198207374,237,0.4827867183,15,0.0305561214,2955,6.0195559177,44273,90.187410878,372,0.796181752,50.154817682,25382,50.275323852
"39","17075","Illinois","Iroquois",75.595956667,NA,NA,NA,NA,NA,497,461.40195971,NA,NA,NA,NA,NA,15,61.332133949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.151089266,12.340483125,8.5,19,79.2,2960,10.4,2240.5836997,7.5394834769,19,22.669243802,NA,NA,NA,NA,NA,55,27.556905009,NA,NA,NA,NA,NA,30.614074981,1511,9.509125236,191,3.0921159139,79.69859,"1255:1",NA,3.2451361261,NA,NA,3.4014798327,3.1977514348,3.1176870715,NA,NA,3.0995593162,3.1004720289,55247,NA,NA,NA,44500,52708,50.150987224,NA,34.014301544,NA,NA,NA,NA,NA,NA,24,15.756568376,16.977328193,NA,NA,NA,NA,NA,17,12.02560747,NA,NA,NA,NA,NA,NA,"25",2900,8.6206896552,64.548336437,9053,76.857118601,1410,12.355415352,27604,21.605564411,21.56209245,294,1.0650630343,102,0.369511665,155,0.5615128242,9,0.0326039704,1983,7.1837414867,24789,89.802202579,327,1.2255912447,50.873061875,21320,71.741032371
"40","17077","Illinois","Jackson",78.257465296,NA,NA,74.912890381,94.24445933,78.061149667,717,411.01633123,NA,NA,566.45056887,NA,410.469796,28,65.82504643,NA,NA,NA,NA,NA,31,6.6466552316,NA,NA,NA,NA,NA,13.140455001,14.094635639,4.8,42,82,10420,17.6,6755.3337531,11.218130382,41,23.485876968,NA,NA,NA,NA,NA,61,14.752223112,NA,NA,NA,NA,NA,34.517540873,3281,9.1291040623,313,2.89546716,191.57422,"522:1",NA,2.5920195242,NA,2.1620507761,NA,2.7817901536,2.4522813563,NA,2.0583585811,2.1541325419,2.6228498201,41445,NA,38060,21407,29792,42865,63.24822695,41.720952076,37.356385835,NA,NA,NA,NA,NA,NA,37,12.163452354,12.601664782,NA,NA,NA,NA,NA,29,9.8769805049,NA,NA,NA,NA,NA,NA,"94",4600,20.434782609,152.48715191,12324,51.938637896,4327,19.59692029,57419,18.239607099,15.703861091,8514,14.827844442,310,0.5398909769,2174,3.7862031732,49,0.085337606,2594,4.5176683676,42433,73.900625229,419,0.7545063296,50.277782616,22381,37.166627919
"41","17079","Illinois","Jasper",79.726592213,NA,NA,NA,NA,NA,110,291.03222413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.015664033,11.523378599,10,NA,NA,940,9.8,387.8139717,3.9989066993,NA,NA,NA,NA,NA,NA,NA,13,19.356471762,NA,NA,NA,NA,NA,28.927369473,395,7.1055945314,57,2.5176678445,62.42847,"1602:1",NA,3.077893665,NA,NA,NA,NA,3.1315381705,NA,NA,NA,NA,54552,NA,NA,NA,NA,NA,41.477688369,NA,38.845921096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",1000,19,30.116017627,3013,82.412472648,354,10.082597551,9611,22.994485485,19.373634377,28,0.2913328478,20,0.2080948913,31,0.3225470815,2,0.0208094891,147,1.5294974508,9319,96.961814587,56,0.6211869107,49.973988139,6775,69.8597649
"42","17081","Illinois","Jefferson",76.065377835,NA,NA,70.674335943,NA,76.448811902,596,425.26315167,NA,NA,586.8238439,NA,414.28212171,33,97.618695459,NA,NA,275.92550011,NA,72.233458538,31,9.4627594628,NA,NA,NA,NA,NA,11.411974846,12.536933551,9.9,41,127.7,5200,13.6,3333.9455968,8.5866680321,23,20.094531666,NA,NA,NA,NA,NA,52,19.351717465,NA,NA,NA,NA,NA,31.342392949,1503,7.2496623577,222,2.5420817588,97.83184,"1022:1",6.0217809097,2.9279266004,NA,NA,NA,NA,2.6369486121,NA,NA,NA,NA,47425,NA,NA,32825,NA,48690,60.608166811,68.054509094,50.775357685,4.4657809534,NA,NA,NA,NA,NA,32,15.873607515,16.723631537,NA,NA,NA,NA,NA,20,10.45226971,NA,NA,NA,NA,NA,NA,"13",3700,3.5135135135,94.09151159,11065,72.686067135,1575,10.664229129,37820,22.136435748,19.140666314,3239,8.5642517187,131,0.346377578,455,1.2030671602,14,0.0370174511,1058,2.7974616605,32318,85.452141724,118,0.3298208346,48.580116341,22819,58.770958354
"43","17083","Illinois","Jersey",76.648492445,NA,NA,NA,NA,NA,350,416.35535163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8752481759,11.268298565,14.4,6,31.9,2030,9.2,966.83402426,4.2063694769,29,44.064242627,NA,NA,NA,NA,NA,22,14.090009543,NA,NA,NA,NA,NA,30.076150796,779,6.0665057239,105,2.2459893048,50.35016,"1986:1",NA,3.3971902937,NA,NA,NA,NA,3.5572386547,NA,NA,NA,NA,59117,NA,NA,NA,NA,NA,43.344974777,NA,55.392062883,NA,NA,NA,NA,NA,NA,22,18.443114307,19.863483694,NA,NA,NA,NA,NA,18,16.251941204,NA,NA,NA,NA,NA,NA,"41",2200,18.636363636,42.443405203,6992,80.692440854,801,9.533444418,21847,20.39181581,19.499244748,158,0.7232114249,80,0.366183,164,0.7506751499,7,0.0320410125,324,1.4830411498,20890,95.619535863,132,0.6274658934,51.128301369,13922,60.569936915
"44","17085","Illinois","Jo Daviess",79.998907343,NA,NA,NA,NA,NA,272,293.38123709,NA,NA,NA,NA,NA,10,59.8372427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5156430952,10.988104032,10.3,12,63.3,1880,8.5,1399.8188401,6.172585061,NA,NA,NA,NA,NA,NA,NA,31,20.126472154,NA,NA,NA,NA,NA,27.429594594,978,8.484427865,154,3.52,28.082,"3561:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56832,70833,86875,23125,56713,57202,34.014423077,NA,23.338084803,NA,NA,NA,NA,NA,NA,15,12.320106255,13.752635922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",2100,2.380952381,66.361878278,7626,78.151260504,913,9.7117327944,21366,18.800898624,28.100720771,138,0.6458859871,70,0.3276233268,123,0.5756809885,12,0.0561639989,664,3.1077412712,20185,94.472526444,124,0.5929893358,49.957877001,16462,72.5901755
"45","17087","Illinois","Johnson",78.179086955,NA,NA,NA,NA,NA,201,388.26582183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.807157558,11.69374555,8.2,59,519.5,1630,12.6,1810.0878244,14.386328282,NA,NA,NA,NA,NA,NA,NA,14,15.720092524,NA,NA,NA,NA,NA,31.362348373,432,6.9576421324,75,3.1289111389,56.19782,"1779:1",NA,3.0737331489,NA,NA,NA,NA,2.6362673503,NA,NA,NA,NA,53884,NA,NA,40938,NA,51191,47.997805815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",1100,18.181818182,27.486233707,3653,84.131736527,353,8.4510414173,12456,18.489081567,21.483622351,857,6.8802183687,47,0.3773281952,37,0.2970456005,4,0.0321130379,392,3.1470777136,11008,88.375080283,4,0.0333361113,45.43192036,12582,100
"46","17089","Illinois","Kane",81.488029907,NA,86.897422753,77.245410513,88.229216997,80.891498037,4327,247.92241634,NA,151.10875675,432.47689073,178.38377112,260.67201098,217,39.051393073,NA,NA,96.272129219,40.118120983,32.944613357,253,5.3804602101,NA,NA,14.254038644,5.2776399477,4.2170791706,10.134891394,10.8031875,9.5,342,78.7,30090,5.7,19687.573418,3.8208340533,228,14.244676052,NA,NA,30.702091032,7.2090467692,17.318978786,230,6.2080266546,NA,NA,7.0832900466,5.544982175,6.8947805586,32.004026429,37766,11.664345081,4666,3.2401877726,71.31947,"1402:1",5.3135943967,NA,NA,NA,NA,NA,2.876212604,NA,2.2689079572,2.4682490974,NA,79834,58304,102731,46996,55309,90435,42.048586629,46.574001723,41.779222277,2.4292278214,NA,NA,12.749922084,2.9857596327,1.2956634607,229,8.4146560151,8.6130668122,NA,NA,NA,3.9141885459,11.213302627,134,5.0399604927,NA,NA,15.776707007,3.9011887986,4.9904145155,NA,"232",66600,3.4834834835,200.32417795,130827,73.47767481,23543,13.462605145,534216,25.459551942,13.666569328,28364,5.309462839,5522,1.0336642856,23376,4.3757581203,432,0.0808661665,172268,32.246881411,303211,56.758127798,34687,6.9902603488,50.198047232,18335,3.558335549
"47","17091","Illinois","Kankakee",76.478550602,NA,NA,71.48670631,87.860327119,77.083325711,1638,432.18176751,NA,NA,620.91437045,214.92033915,416.06114252,65,63.138671951,NA,NA,144.57134596,NA,40.899152129,83,9.0929009641,NA,NA,19.262520638,NA,6.2970089208,11.107715413,12.051355939,10.8,128,139.3,13550,12.2,5215.4608591,4.5971853953,80,24.269120275,NA,NA,19.514860566,NA,27.582863519,107,13.770009948,NA,NA,NA,NA,NA,31.544222925,5236,8.2962305706,704,2.6822113003,88.16258,"1134:1",9.8546511628,2.9417583718,NA,2.5479722652,NA,3.1733729402,2.8000239514,NA,2.3980230649,2.6338144092,3.002094037,53884,NA,88359,28992,48139,64070,50.567059753,60.648034415,52.553614604,7.9788842689,NA,NA,34.51648162,NA,2.6463941116,60,10.529577947,10.871711987,NA,NA,NA,NA,NA,60,10.871711987,NA,NA,34.76970863,NA,6.2309799338,NA,"217",12200,17.786885246,230.99635477,27319,68.212234707,5621,14.345140874,110024,22.743219661,16.859957827,16081,14.615901985,477,0.4335417727,1177,1.0697665964,52,0.0472624155,11692,10.626772341,79060,71.857049371,1407,1.3471720876,50.779829855,27746,24.456804379
