"","fips","state","county","lifeExpectancy","lifeExpectancyAIAN","lifeExpectancyAsian","lifeExpectancyBlack","lifeExpectancyHispanic","lifeExpectancyWhite","prematureDeathsAgeAdjusted","prematureDeathsAgeAdjustedRate","prematureDeathsAgeAdjustedAIAN","prematureDeathsAgeAdjustedAsian","prematureDeathsAgeAdjustedBlack","prematureDeathsAgeAdjustedHispanic)","prematureDeathsAgeAdjustedWhite","deathsChild","deathsChildRate","deathsChildRateAIAN","deathsChildRateAsian","deathsChildRateBlack","deathsChildRateHispanic","deathsChildRateWhite","deathsInfant","deathsInfantRate","deathsInfantRateAIAN","deathsInfantRateAsian","deathsInfantRateBlack","deathsInfantRateHispanic","deathsInfantRateWhite","freqPhysDistress%","freqMentDistress%","diabetesAdultPrevalence%","HIVCases","HIVCaseRate","foodInsecure","foodInsecure%","limitedAccessHealthyFood","limitedAccessHealthyFood%","drugOverdoseDeaths","drugOverdoseDeathsRate","drugOverdoseDeathsRateAIAN","drugOverdoseDeathsRateAsian","drugOverdoseDeathsRateBlack","drugOverdoseDeathsRateHispanic","drugOverdoseDeathsRateWhite","motorVehicleDeaths","motorVehicleDeathsRate","motorVehicleDeathsRateAIAN","motorVehicleDeathsRateAsian","motorVehicleDeathsRateBlack","motorVehicleDeathsRateHispanic","motorVehicleDeathsRateWhite","insufficientSleep%","uninsuredAdults","uninsuredAdults%","uninsuredChildren","uninsuredChildren%","otherPrimCareProvRate","otherPrimCareProvRatio","disconnectedYouth%","readingAveragePerf","readingAveragePerfAsian","readingAveragePerfBlack","readingAveragePerfHispanic","readingAveragePerfWhite","mathAveragePerf","mathAveragePerfAsian","mathAveragePerfBlack","mathAveragePerfHispanic","mathAveragePerfWhite","medianHouseholdIncome","medianHouseholdIncomeAIAN","medianHouseholdIncomeAsian","medianHouseholdIncomeBlack","medianHouseholdIncomeHispanic","medianHouseholdIncomeWhite","childrenFreeLunch%","segregationIndexBlackWhite","segregationIndexWhitenonWhite","homicideRate","homicideRateAIAN","homicideRateAsian","homicideRateBlack","homicideRateHispanic","homicideRateWhite","suicides","suicideRateAgeAdjusted","suicideCrudeRate","suicideCrudeRateAIAN","suicideCrudeRateAsian","suicideCrudeRateBlack","suicideCrudeRateHispanic","suicideCrudeRateWhite","firearmFatalities","firearmFatalitiesRate","firearmFatalitiesAIAN","firearmFatalitiesAsian","firearmFatalitiesBlack","firearmFatalitiesHispanic","firearmFatalitiesWhite","juvenileArrestsNonPetitioned","juvenileArrestsPetitioned","juvenileArrestsDenominator","juvenileArrestsRate","trafficVolume","homeowners","homeowners%","severeCostBurden","severeCostBurden%","Population","Population%lt18","Population%65andover","Population#Black","Population%Black","Population#AmericanIndian&AlaskaNative","Population%AmericanIndian&AlaskaNative","Population#Asian","Population%Asian","Population# Native Hawaiian/Other Pacific Islander","Population%Native Hawaiian/Other Pacific Islander","Population#Hispanic","Population%Hispanic","Population#Non-Hispanic White","Population%Non-Hispanic White","Population#NotEnglishProficient","Population%NotEnglishProficient","Population%Female","Population#Rural","Population%Rural"
"1","17000","Illinois",NA,79.254156688,NA,NA,NA,NA,NA,143465,329.10960316,NA,NA,NA,NA,NA,6012,51.652888124,NA,NA,NA,NA,NA,6806,6.2769995831,NA,NA,NA,NA,NA,10.660080798,10.950224552,9.9,35728,332.3,1395970,10.9,573011.9883,4.4659685376,7911,20.63130489,NA,NA,NA,NA,NA,7660,8.5260215123,NA,NA,NA,NA,NA,32.236921593,758796,9.7674767056,88404,2.9417118191,82.38705,"1214:1",6.355112302,3.0620741285,NA,NA,NA,NA,2.9175229147,NA,NA,NA,NA,65063,NA,NA,NA,NA,NA,49.387559227,71.215077331,53.432743507,7.1881262306,NA,NA,NA,NA,NA,7129,10.790703291,11.124250387,NA,NA,NA,NA,NA,6814,10.632717371,NA,NA,NA,NA,NA,NA,"10963",1333400,8.2218389081,508.45567267,3189035,66.025049906,694086,14.806154075,12741080,22.42561855,15.64200994,1791197,14.058439316,75567,0.5930972885,748722,5.8764406157,8445,0.0662816653,2214142,17.377977377,7773275,61.009545502,512830,4.2577798737,50.860515749,1477079,11.512129722
"2","17001","Illinois","Adams",78.288202676,NA,NA,76.14864105,NA,78.207418042,895,365.58197045,NA,NA,606.73218305,NA,363.96503781,37,61.705746973,NA,NA,NA,NA,NA,38,6.7808708066,NA,NA,NA,NA,NA,10.522738206,11.814463313,11,47,84.3,7380,11.1,2127.8481247,3.171017875,29,14.609350992,NA,NA,NA,NA,NA,52,11.138934647,NA,NA,NA,NA,NA,28.811509914,2404,6.4146009553,362,2.3547778573,124.82684,"801:1",8.5253456221,2.7930944819,NA,2.34925862,NA,2.8469298406,2.6440054252,NA,2.1972595773,NA,2.6986328318,55174,28808,59667,30337,67452,52575,53.601993284,52.177794828,41.650392317,3.213154225,NA,NA,NA,NA,NA,58,18.040906242,17.443399177,NA,NA,NA,NA,NA,33,9.9246926353,NA,NA,NA,NA,NA,NA,"62",6700,9.2537313433,98.741377982,19566,71.67032967,2612,9.8169654602,65691,22.497754639,20.231081883,2472,3.763072567,187,0.2846660882,649,0.9879587767,21,0.0319678495,1091,1.6608058943,60140,91.549831788,118,0.1893848203,50.818224719,21875,32.599138638
"3","17003","Illinois","Alexander",74.445441538,NA,NA,73.365577182,NA,74.634414494,140,529.49601662,NA,NA,582.55478291,NA,522.30369062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.837398791,15.422464643,7.9,19,354.9,1500,22.2,1030.380811,12.507657331,NA,NA,NA,NA,NA,NA,NA,11,22.679477135,NA,NA,NA,NA,NA,36.432940748,285,8.2465277778,29,1.9476158496,49.50495,"2020:1",NA,2.2090633847,NA,2.2309748714,NA,2.2361792369,2.3619588164,NA,2.3370797758,NA,2.3465674034,35249,NA,NA,24976,NA,39602,91.54589372,60.031886988,60.0489857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",700,0,66.108530698,1656,71.287128713,350,15.521064302,6060,23.069306931,21.914191419,1937,31.96369637,28,0.4620462046,18,0.297029703,10,0.1650165017,110,1.8151815182,3830,63.201320132,6,0.0988142292,51.617161716,5096,61.859674678
"4","17005","Illinois","Bond",78.646101727,NA,NA,NA,NA,NA,214,347.98842127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.869628654,11.975197898,4.3,9,61.6,1890,11.1,482.17474453,2.713725487,12,23.808579025,NA,NA,NA,NA,NA,26,21.714619785,NA,NA,NA,NA,NA,31.004162106,708,7.9141515761,105,3.1175771971,72.15875,"1386:1",NA,2.9764857028,NA,NA,NA,NA,3.0579434327,NA,NA,NA,NA,54800,NA,NA,NA,NA,NA,46.548672566,51.010363874,39.549789883,NA,NA,NA,NA,NA,NA,10,11.240787512,11.817397573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",1600,7.5,34.318511644,4818,77.484721775,449,7.4945751961,16630,19.446782922,18.556825015,997,5.9951894167,113,0.6794948888,134,0.8057726999,4,0.0240529164,601,3.6139506915,14584,87.696933253,33,0.2070003764,48.015634396,10792,60.738406123
"5","17007","Illinois","Boone",79.456425254,NA,NA,NA,85.109820373,78.831243923,586,314.91769055,NA,NA,NA,181.45373297,333.93292421,15,27.636015255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.476349967,11.325513112,9.6,33,74.5,4140,7.7,2607.2749375,4.813578764,33,20.548840859,NA,NA,NA,NA,NA,42,11.171876662,NA,NA,NA,NA,NA,30.909315514,2952,9.2815595032,480,3.4020837763,16.79825,"5953:1",NA,2.8353161581,NA,NA,2.5708421734,2.9931037164,2.6803730734,NA,NA,2.4109086214,2.8849864585,74507,NA,NA,72077,63281,68466,43.233433579,26.34336581,15.102212282,NA,NA,NA,NA,NA,NA,20,7.4197777826,7.4613780419,NA,NA,NA,NA,NA,13,4.8498957272,NA,NA,NA,NA,NA,NA,"79",7000,11.285714286,93.613679915,14947,79.798195505,2028,11.051771117,53577,24.792354928,15.835153144,1291,2.4096160666,416,0.7764525823,822,1.534240439,51,0.0951901002,12005,22.407003005,38658,72.154095974,1828,3.6166508389,50.006532654,10488,19.363057325
"6","17009","Illinois","Brown",77.898723255,NA,NA,NA,NA,NA,77,361.86834356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31640435,10.811543391,4.6,9,150.3,740,10.9,905.91503158,13.059175891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.846031249,120,4.3907793633,17,1.6175071361,45.75961,"2185:1",NA,2.7186187213,NA,NA,NA,NA,2.2856380631,NA,NA,NA,NA,55327,NA,NA,NA,NA,NA,84.520547945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",500,NA,60.173422298,1584,75.898418783,84,4.1604754829,6556,15.878584503,13.926174497,1212,18.486882245,84,1.2812690665,22,0.3355704698,2,0.0305064063,437,6.6656497865,4833,73.718730933,47,0.734375,35.250152532,2849,41.06962664
"7","17011","Illinois","Bureau",78.629183337,NA,NA,NA,84.310304769,78.637855547,487,370.37586137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.524264661,11.68148322,11.1,24,84.6,3150,9.4,3726.8840085,10.654937413,12,12.04879763,NA,NA,NA,NA,NA,46,19.541123445,NA,NA,NA,NA,NA,31.140078005,1391,7.3523970612,210,2.8135048232,69.71176,"1434:1",7.2359843546,2.9374129745,NA,NA,2.6316192019,3.0134884439,2.8610342704,NA,NA,2.6083770669,2.9268511145,56099,NA,54519,14375,56875,55910,50.214676034,NA,42.450744733,NA,NA,NA,NA,NA,NA,26,16.237539126,15.566811558,NA,NA,NA,NA,NA,16,9.5795763432,NA,NA,NA,NA,NA,NA,"0",3500,0,69.918944719,10539,76.341905107,1241,9.2708800239,32993,21.453035492,21.916770224,260,0.7880459491,156,0.4728275695,334,1.0123359501,15,0.0454641894,3122,9.4626132816,28830,87.382171976,400,1.2642225032,50.901706423,20074,57.390359655
"8","17013","Illinois","Calhoun",83.309100944,NA,NA,NA,NA,NA,40,181.76881809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.107721261,11.583344344,8.2,NA,NA,500,10.2,218.72792857,4.298053224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197700867,194,7.0673952641,33,3.1791907514,41.64931,"2401:1",NA,3.2821177364,NA,NA,NA,NA,3.772182139,NA,NA,NA,NA,56099,NA,NA,NA,NA,NA,42.367066895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",500,NA,4.2839031109,1516,83.988919668,190,11.078717201,4802,20.637234486,23.344439817,19,0.3956684715,13,0.2707205331,13,0.2707205331,1,0.0208246564,61,1.27030404,4671,97.271970012,1,0.0217202433,50.166597251,5089,100
"9","17015","Illinois","Carroll",79.377607098,NA,NA,NA,NA,NA,220,346.9951559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9984647304,11.339927945,8.3,5,39.6,1430,9.7,968.07244566,6.291495715,NA,NA,NA,NA,NA,NA,NA,24,23.387026047,NA,NA,NA,NA,NA,28.003307666,676,8.4205281515,92,3.0955585464,13.97429,"7156:1",NA,3.0931761399,NA,NA,NA,NA,3.3563679015,NA,NA,NA,NA,51963,NA,NA,11875,47396,51724,41.862567812,NA,27.330486183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",1400,7.8571428571,59.027074692,4937,76.235330451,556,8.9259913309,14312,19.375349357,25.510061487,149,1.0410844047,64,0.447177194,78,0.5449972051,3,0.020961431,553,3.8638904416,13312,93.012856344,53,0.3842807425,50.132755729,12598,81.874309482
"10","17017","Illinois","Cass",77.448984362,NA,NA,NA,97.311336264,77.021671084,173,393.92800984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.005910301,12.03405098,6.8,NA,NA,1110,8.6,396.03319414,2.9030434991,NA,NA,NA,NA,NA,NA,NA,19,21.086276164,NA,NA,NA,NA,NA,30.724969836,767,10.462419861,118,3.8163001294,65.25285,"1533:1",13.439306358,2.4983333481,NA,NA,2.0605644227,2.8210083889,2.3888198208,NA,NA,1.9974998506,2.6541863215,52486,NA,NA,39669,39208,54675,64.471403813,35.538754719,34.935544477,NA,NA,NA,NA,NA,NA,11,18.285577526,17.338124961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",1400,19.285714286,31.347975173,3751,74.661624204,323,6.6763125258,12260,23.800978793,17.846655791,451,3.67862969,85,0.6933115824,81,0.660685155,17,0.1386623165,2359,19.241435563,9248,75.432300163,730,6.1629379485,49.494290375,7112,52.133118311
"11","17019","Illinois","Champaign",80.529049753,NA,91.408126192,72.959825163,102.05326941,81.020482781,1764,291.6497066,NA,80.271309503,560.23327208,147.27850529,275.88155677,111,70.174994942,NA,NA,123.25390304,NA,59.018812246,118,7.1428571429,NA,NA,20.482809071,NA,4.7660733392,11.457861602,12.149089945,9.3,355,196.6,31250,15,9045.0048,4.4981896848,90,14.33575289,NA,NA,29.896741255,NA,13.916754613,124,8.5401331159,NA,NA,11.205965649,NA,9.2846383683,29.268150326,9304,7.1718736751,1108,2.6760699449,137.15396,"729:1",2.7655724994,2.9662080528,3.7059263045,2.3978615505,NA,3.3235500643,2.8082546741,4.0606906663,2.0751256729,2.3884789132,3.1889264606,53251,50114,24564,31205,39500,59164,50.705629086,45.570158669,37.933993512,3.6502181866,NA,NA,17.827672623,NA,1.2840457318,117,11.59617892,11.209097572,NA,NA,8.3170590408,NA,13.862760519,70,6.7062976926,NA,NA,21.736081896,NA,5.2631141569,NA,"210",17200,12.209302326,213.93183672,44247,53.633377374,13337,17.21814121,209983,18.779615493,12.824847726,27587,13.137730197,763,0.3633627484,23314,11.10280356,210,0.1000080959,12798,6.0947791012,140360,66.843506379,3687,1.8635800753,50.170251878,25558,12.710300824
"12","17021","Illinois","Christian",77.541922921,NA,NA,NA,NA,NA,483,383.88114801,NA,NA,NA,NA,NA,14,51.304602756,NA,NA,NA,NA,NA,20,8.3333333333,NA,NA,NA,NA,NA,10.475702185,11.791184022,13.6,38,133.4,3660,10.9,1063.4712957,3.0559519992,19,19.177971576,NA,NA,NA,NA,NA,44,18.680320283,NA,NA,NA,NA,NA,30.501646214,1360,7.2859744991,182,2.6104417671,42.86458,"2333:1",10.349554489,3.0057596427,NA,NA,NA,NA,2.7535311073,NA,NA,NA,NA,52936,26500,NA,NA,126797,52748,53.204876131,81.097699841,42.318567381,NA,NA,NA,NA,NA,NA,32,18.619209568,19.206991345,NA,NA,NA,NA,NA,17,10.203714152,NA,NA,NA,NA,NA,NA,"39",3200,12.1875,82.605487096,10386,74.510366597,1032,7.7757685353,32661,20.238204587,19.935090781,528,1.6166069624,87,0.2663727381,204,0.6245981446,14,0.0428645785,540,1.6533480298,30999,94.911362175,61,0.1935033625,49.113621751,15121,43.451149425
"13","17023","Illinois","Clark",77.601947673,NA,NA,NA,NA,NA,226,383.74890419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.968004263,12.349786262,6.7,11,82.8,1750,11,510.15429487,3.1230749609,NA,NA,NA,NA,NA,NA,NA,23,20.563070513,NA,NA,NA,NA,NA,31.477773668,662,7.2468527641,100,2.6673779675,32.0595,"3119:1",NA,3.2026802888,NA,NA,NA,NA,2.8721778886,NA,NA,NA,NA,54092,NA,NA,NA,70625,54059,53.962118284,NA,21.852258852,NA,NA,NA,NA,NA,NA,16,20.926351912,20.135917443,NA,NA,NA,NA,NA,12,15.101938082,NA,NA,NA,NA,NA,NA,"8",1700,4.7058823529,44.212383336,5007,73.914968999,400,6.1795149081,15596,22.698127725,19.857655809,68,0.4360092331,41,0.26288792,65,0.4167735317,4,0.0256476019,246,1.5773275199,15034,96.396511926,36,0.241464887,50.339830726,9726,59.540863177
"14","17025","Illinois","Clay",76.987167582,NA,NA,NA,NA,NA,211,395.62497482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.781185324,12.136918691,8.9,NA,NA,1460,10.9,463.08797706,3.3520664283,NA,NA,NA,NA,NA,NA,NA,17,18.06550339,NA,NA,NA,NA,NA,30.817549933,584,7.7156823887,78,2.5250890256,90.54554,"1104:1",NA,2.7357374199,NA,NA,NA,NA,2.5289499981,NA,NA,NA,NA,45427,NA,NA,NA,NA,NA,52.223634053,NA,27.153291912,NA,NA,NA,NA,NA,NA,10,16.500696819,14.976785982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",1400,12.142857143,55.839055085,4342,77.013125222,474,8.8268156425,13253,22.938202671,20.319927564,63,0.4753640685,33,0.2490002264,114,0.8601826002,0,0,218,1.6449105863,12706,95.872632611,155,1.2319186139,50.471591338,8943,64.733984799
"15","17027","Illinois","Clinton",79.655177592,NA,NA,NA,NA,NA,414,304.4382217,NA,NA,NA,NA,NA,13,40.570483413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5350274899,10.924840654,13.2,39,122.5,3120,8.3,1827.5546965,4.8396660572,16,14.161547857,NA,NA,NA,NA,NA,45,17.007252648,NA,NA,NA,NA,NA,30.832093749,1248,5.7384587088,187,2.2235434007,50.47956,"1981:1",6.7711247902,3.5127877221,NA,NA,3.0720889461,3.5508947419,3.5123967249,NA,NA,NA,NA,66597,NA,95057,NA,36510,65596,35.93721145,61.151274541,27.42585358,NA,NA,NA,NA,NA,NA,20,9.694815276,10.603048376,NA,NA,NA,NA,NA,10,5.3015241882,NA,NA,NA,NA,NA,NA,"37",3700,10,49.443899314,11195,78.893587033,1198,8.6498194946,37639,21.127022503,17.224155796,1338,3.5548234544,139,0.3692978028,205,0.5446478387,24,0.0637636494,1186,3.1509870082,34386,91.357368687,104,0.2925292529,48.194691676,18412,48.758010699
"16","17029","Illinois","Coles",78.639965322,NA,NA,73.187199836,NA,78.570588127,604,349.06002203,NA,NA,NA,NA,NA,23,61.411940617,NA,NA,NA,NA,NA,27,7.644394111,NA,NA,NA,NA,NA,12.220981013,13.686623088,9.6,36,78.8,7440,14.2,3494.2376779,6.486064778,19,12.241715902,NA,NA,NA,NA,NA,47,12.757871878,NA,NA,NA,NA,NA,31.161048069,2572,8.287150406,243,2.525987526,133.63467,"748:1",NA,2.8981356679,NA,2.2362243881,2.7799336296,2.9396390132,2.6328886363,NA,2.0183352474,2.4034361282,2.6724121517,47291,73438,36420,16903,33318,46320,51.64702327,44.423820649,41.384785763,2.7144408252,NA,NA,NA,NA,NA,22,8.0696423019,8.4275688762,NA,NA,NA,NA,NA,13,4.9799270632,NA,NA,NA,NA,NA,NA,"0",4200,0,173.64859811,13023,61.606509296,2888,14.269479717,50885,18.08391471,16.91854181,1961,3.8537879532,129,0.253512823,534,1.0494251744,104,0.204382431,1374,2.7002063476,46161,90.716321116,224,0.454305764,51.502407389,13085,24.288604681
"17","17031","Illinois","Cook",79.415729611,101.04049297,88.244508652,73.117220009,85.529690207,80.84070641,57660,339.05013118,178.00048631,141.55965892,598.62738338,221.96390413,278.14776135,2708,58.7042744,NA,36.504558181,113.66697884,43.692364318,35.349082268,3165,6.6422662195,NA,4.9205854874,13.122509736,4.9960987642,3.99577935,10.210773508,10.958618303,9.5,25780,587.2,630380,12,88306.588509,1.6999444337,3563,22.846692792,NA,3.3037018805,39.128312373,12.99801478,21.385324295,2213,6.0543919128,NA,3.4740457369,8.9243776421,4.9237338678,5.4066663818,33.40278161,402948,12.340759162,38550,3.2616337951,81.67176,"1224:1",7.189568201,NA,NA,NA,NA,NA,2.8511727035,3.8919025209,2.3639053665,2.6894073007,NA,63347,45357,78221,37607,51674,80546,63.112667962,77.928359881,51.804258492,12.609440726,NA,0.9239483343,40.474744813,8.0065141435,1.6320822761,2233,8.2215090801,8.5621405305,NA,5.336849904,5.5033442401,4.6019888128,11.435311383,3795,14.551421099,NA,1.2593912808,42.271293477,8.242555374,4.9652397687,NA,"3136",507200,6.1829652997,947.14271413,1116759,56.888394199,358450,18.852721561,5180493,21.806264384,14.6350357,1193642,23.041088947,38253,0.7384046267,408151,7.8786130972,3873,0.0747612245,1323017,25.538438137,2180074,42.08236552,344114,7.028651671,51.431630156,2353,0.0452963852
"18","17033","Illinois","Crawford",77.746084319,NA,NA,NA,NA,NA,254,352.77515774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.229644669,11.522694698,11.5,41,249.6,2050,10.7,865.36181463,4.3667649726,NA,NA,NA,NA,NA,NA,NA,35,25.928230658,NA,NA,NA,NA,NA,30.938116763,747,7.1435402123,104,2.6530612245,69.1232,"1447:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52313,90714,NA,115972,NA,48965,44.900105152,NA,26.671732864,NA,NA,NA,NA,NA,NA,11,11.208542448,11.472315218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",1700,8.2352941176,42.976384517,5984,78.191558866,795,10.717174441,18807,19.89152975,18.913170628,953,5.0672621896,70,0.3722018397,116,0.6167916201,9,0.0478545223,418,2.2225767002,17074,90.785345882,163,0.9024471266,47.721593024,11923,60.165514457
"19","17035","Illinois","Cumberland",79.256090506,NA,NA,NA,NA,NA,129,316.50854194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.604022992,12.045969913,21.3,5,54.7,1110,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.121293235,NA,NA,NA,NA,NA,30.227522744,496,7.7755134034,87,3.4387351779,37.00962,"2702:1",NA,2.5677737232,NA,NA,NA,NA,2.4243011016,NA,NA,NA,NA,60572,NA,NA,NA,34205,53194,42.40390482,NA,44.513260058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1100,0,45.213790241,3423,79.199444702,281,6.6920695404,10808,22.168763879,19.587342709,50,0.4626202813,20,0.1850481125,67,0.6199111769,13,0.1202812731,115,1.0640266469,10444,96.632124352,12,0.1176701314,50.259067358,11048,100
"20","17037","Illinois","DeKalb",79.556214921,NA,82.542227695,74.764842177,92.937076333,79.667351462,930,303.97864286,NA,NA,522.73885773,152.44236088,302.56808401,32,35.508211274,NA,NA,109.57703265,66.461241013,17.667560752,46,5.615234375,NA,NA,NA,NA,NA,11.094013951,12.321877036,5.6,70,79.2,13180,12.6,13224.371917,12.575477288,52,16.592002655,NA,NA,NA,NA,NA,66,9.0082343451,NA,NA,NA,NA,NA,29.039625514,4980,7.7646288414,556,2.3655547992,48.01091,"2083:1",4.8995778432,3.0797431526,NA,2.4019526059,NA,3.3013190145,2.9716249228,NA,2.0387374684,2.4332881962,3.2574857856,63274,NA,50054,24671,53765,65283,40.492251595,56.470605775,43.637777939,1.7743491892,NA,NA,NA,NA,NA,71,14.601230044,13.569869538,NA,NA,NA,NA,NA,35,6.6893723075,NA,NA,NA,NA,NA,NA,"152",10200,14.901960784,114.82800331,21478,56.966289155,5452,14.935349551,104143,21.405183258,12.647993624,8058,7.7374379459,479,0.4599444994,2944,2.8268822677,88,0.0844991982,11921,11.446760704,79415,76.255725301,1488,1.5156608098,50.474827881,21353,20.305249144
"21","17039","Illinois","De Witt",76.706467977,NA,NA,NA,NA,NA,231,382.25674263,NA,NA,NA,NA,NA,13,93.673439977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.280657123,11.618733991,10.2,NA,NA,1630,10.1,167.31356087,1.0102865821,10,20.860713019,NA,NA,NA,NA,NA,18,15.883941335,NA,NA,NA,NA,NA,30.131995115,588,6.2546537602,91,2.5,38.04934,"2628:1",NA,3.1921248236,NA,NA,NA,NA,2.9626478878,NA,NA,NA,NA,55300,113125,NA,NA,32500,57155,46.88974689,NA,20.972799039,NA,NA,NA,NA,NA,NA,13,15.58963158,16.155490381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1700,0,123.75711065,5288,79.363650008,428,6.6542288557,15769,21.358361342,19.221256896,124,0.786352971,41,0.2600038049,73,0.4629336039,8,0.0507324497,465,2.9488236413,14885,94.394064303,70,0.4614978903,50.510495276,8074,48.75309462
"22","17041","Illinois","Douglas",78.742725739,NA,NA,NA,NA,NA,246,350.85505542,NA,NA,NA,NA,NA,11,55.527511358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.709715238,11.993856044,8.7,NA,NA,1860,9.4,608.81583459,3.0471262992,NA,NA,NA,NA,NA,NA,NA,30,21.690562436,NA,NA,NA,NA,NA,30.721024761,1278,11.34991119,238,4.6321525886,66.73854,"1498:1",NA,2.9533362967,NA,NA,2.9950082159,2.9525675409,2.7570778261,NA,NA,2.7496230091,2.7980897891,56976,26250,71250,NA,43393,54772,41.561040694,NA,34.141189657,NA,NA,NA,NA,NA,NA,17,16.558556597,17.246801733,NA,NA,NA,NA,NA,10,10.14517749,NA,NA,NA,NA,NA,NA,"19",2300,8.2608695652,46.191698207,5461,71.685481754,674,9.2939878654,19479,24.888341291,18.091277786,93,0.4774372401,69,0.3542276298,135,0.6930540582,0,0,1405,7.2128959392,17596,90.333179321,214,1.1637391919,50.613481185,12315,61.636636637
"23","17043","Illinois","DuPage",82.384832928,NA,89.728818538,78.937362556,87.272986604,81.664614938,7045,214.46305932,NA,115.64755711,328.38815774,151.54735623,231.73040891,263,30.809853999,NA,28.609926722,44.632496028,30.494445655,29.94486971,293,3.9740129393,NA,3.9553280596,6.6956207021,3.5112359551,3.820754717,9.0364419959,10.246746497,8.7,644,82.5,62420,6.7,36357.630351,3.965173815,438,15.709707559,NA,NA,21.989500014,11.220518089,18.894287257,275,4.2212603548,NA,3.0970938936,5.3405331632,3.7865797124,4.4080562262,29.9222743,43793,7.6540715508,7090,3.1617909383,84.21379,"1187:1",3.5142076726,3.3684244519,NA,2.7922889712,2.7027301612,3.6065831306,3.3538689828,4.1625888137,2.5624823082,2.6515990018,3.565440815,93540,68902,105596,57211,65457,93169,28.486065235,40.888103873,31.49216069,1.5350037654,NA,NA,11.571155187,2.0555718439,0.9174127171,465,9.6246724657,9.9902696922,NA,5.4209036382,5.2560195368,5.0876187012,11.492610705,191,4.1035301316,NA,NA,12.353864083,1.9502096475,4.4476001727,NA,"562",99900,5.6256256256,509.66947724,250135,73.176761072,44616,13.309825752,928589,22.6744017,15.500722063,45786,4.9307066959,3679,0.3961925028,117174,12.618499681,507,0.0545989668,134231,14.455372614,616106,66.348621403,32633,3.7234218558,50.870514296,436,0.0475502877
