"","fips","state","county","premDeath","ypllRate","ypllrAIAN","yplrAsian","yplrBlack","yplrHispanic","yplrWhite","healthLow%","physPoorDays","mentPoorDays","lowBirthweight","lowBirthweight%","lowBirthweight%AIAN","lowBirthweight%Asian","lowBirthweight%Black","lowBirthweight%Hispanic","lowBirthweight%White","smokingAdult%","obesityAdult%","foodEnvirIndex","physicalInactivity%","exerciseOpportunities%","drinkingExcessive%","drivingDeathsAlcInvolv","drivingDeaths","drivingDeathsAlcInvolv%","stiChlam","stiChlamrate","teenBirthrate","teenBirthrateAIAN","teenBirthrateAsian","teenBirthrateBlack","teenBirthrateHispanic","teenBirthrateWhite","unInsuredrn","unInsuredrn%","primeCarePhys","primeCarePhysRate","primeCarePhysRatio","dentists","dentistRate","dentistRatio","mentHlthProv","mentHlthProvRate","mentHlthProvRatio","prevHospStayRate","prevHospStayRateAIAN","prevHospStayRateAsian","prevHospStayRateBlack","prevHospStayRateHispanic","prevHospStayRateWhite","mammogramAnnual%","mammogramAnnual%AIAN","mammogramAnnual%Asian","mammogramAnnual%Black","mammogramAnnual%Hispanic","mammogramAnnual%White","fluVaccinations","fluVaccinations%AIAN","fluVaccinations%Asian","fluVaccinations%Black","fluVaccinations%Hispanic","fluVaccinations%Whiate","highSchoolCohortSize","highSchoolGradRate","someCollege","someCollegePop","someColleg%e","unEmployed","unEmployedLaborForce","unEmployed%","poverty%Children","poverty%ChildrenAIAN","poverty%ChildrenAsian","poverty%ChildrenBlack","poverty%ChildrenHispanic","poverty%ChildrenWhite","incomeInequal80th%ile","incomeInequal20th%ile","incomeInequalratio","childrenInSingleParent","singleParentHouseholds","childrenInSingleParent%","socialAssociations","socialAssociationsRate","violentCrimesAnnualAvg","violentCrimesRate","injuryDeaths","injuryDeathRate","injuryDeathRateAIAN","injuryDeathRateAsian","injuryDeathRateBlack","injuryDeathRateHispanic","injuryDeathRateWhite","airPollutionAveDlyPM25","drinkingWaterViolations","severeHousingProblems%","severeHousingCostBurden","severeHousingOvercrowding","severeHousingInadFacil","driveAloneToWork%","driveAloneToWork%AIAN","driveAloneToWork%Asian","driveAloneToWork%Black","driveAloneToWork%Hispanic","driveAloneToWork%White","driveAloneLongCommute","driveAloneLongCommute%"
"40","17077","Illinois","Jackson",717,8309.3282412,NA,NA,11640.775132,NA,8312.2721375,19.08448859,4.3643223631,4.5833535697,NA,8.6624203822,NA,NA,14.092664093,6.0301507538,7.2411729503,18.822572359,23.7,6.4,24.8,77.54824139,19.478829609,13,49,26.530612245,635,1089.5,20.05436424,NA,NA,27.332704995,13.998250219,18.747056053,3557,7.6966352916,76,130.39599,"767:1",44,76.62969,"1305:1",144,250.78807,"399:1",4902,NA,NA,8552,2682,4632,41,NA,20,41,26,42,40,NA,18,24,30,41,NA,86.635509397,11143,14384,77.468020022,1290,28137,4.5847105235,28.9,NA,1.0563380282,75.561357702,30.769230769,15.974159448,84714,13081,6.4761103891,4785,10469,45.706371191,92,15.784777984,245.5,418.52060212,222,75.609988693,NA,NA,58.742901899,NA,84.83371689,11.5,"Yes",20.769068244,20.1812956,0.8028734418,1.2888231566,78.665185368,NA,56.568627451,65.848996496,78.879310345,84.815546772,24303,19.5
"41","17079","Illinois","Jasper",110,5670.3988414,NA,NA,NA,NA,NA,13.662605848,3.4921798266,3.9320318454,NA,7.0440251572,NA,NA,NA,NA,NA,14.925071324,24.9,8.5,20.5,35.636213652,20.217456788,5,14,35.714285714,24,250.6,20.276953511,NA,NA,NA,NA,NA,449,5.8236057069,1,10.44059,"9578:1",1,10.40474,"9611:1",36,374.5708,"267:1",4948,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,93,1347,2121,63.507779349,228,4617,4.9382716049,15.4,NA,NA,NA,NA,NA,98705,20522,4.8097164019,386,2102,18.363463368,15,15.660889539,NA,NA,38,79.240955062,NA,NA,NA,NA,NA,11.6,"No",7.3924731183,6.6377675427,0.1075268817,1.4784946237,79.827154878,NA,NA,NA,NA,NA,4397,35.3
"42","17081","Illinois","Jefferson",596,9464.9891802,NA,NA,16278.938972,NA,8877.3170857,17.088516843,3.9194191348,4.2258731666,NA,8.9248895434,NA,NA,16.397228637,NA,7.7114427861,17.155619404,33.3,7.4,24.7,57.624848688,19.35496759,9,34,26.470588235,153,400.7,42.596056987,NA,NA,45.560747664,60.185185185,41.587575496,1707,5.8724370442,24,62.86178,"1591:1",20,52.88207,"1891:1",84,222.10471,"450:1",5831,NA,NA,4908,NA,5846,42,NA,NA,35,NA,43,44,NA,NA,28,38,45,NA,86.016876574,5603,9395,59.638105375,938,17661,5.3111375347,25.5,NA,NA,51.724137931,58.455882353,27.181818182,96866,19998,4.8437843784,3098,8319,37.240052891,73,19.120458891,231,602.70827354,181,94.593040879,NA,NA,93.10477025,NA,97.953260574,11.6,"No",12.376563529,9.4540612517,1.9091507571,1.8433179724,82.320126783,NA,NA,64.446529081,NA,84.274235626,15775,19.4
"43","17083","Illinois","Jersey",350,8043.8275331,NA,NA,NA,NA,NA,13.527783487,3.5090682587,3.8308563825,NA,8.1934184016,NA,NA,NA,NA,NA,14.591594214,33.8,8.6,35.4,74.30498151,20.970081164,7,15,46.666666667,47,214.2,15.457355883,NA,NA,NA,NA,NA,870,5.0440630798,9,41.0191,"2438:1",10,45.77287,"2185:1",15,68.65931,"1456:1",6972,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,84.5,3241,4839,66.976648068,534,11007,4.851458163,13.6,NA,NA,NA,5.6179775281,10.899372531,110180,27359,4.0271939764,966,4562,21.174923279,18,8.2038193337,29.5,132.04717889,114,102.92896096,NA,NA,NA,NA,NA,11,"No",11.187214612,9.9249855741,0.7876712329,1.1415525114,85.418464193,NA,NA,NA,NA,NA,10431,46.3
"44","17085","Illinois","Jo Daviess",272,7051.1527239,NA,NA,NA,NA,NA,12.835257267,3.3224702343,3.7492812132,NA,6.7984189723,NA,NA,NA,NA,NA,13.212044771,28.7,8.6,25.8,73.375077167,19.357994612,9,34,26.470588235,55,254.7,15.523284927,NA,NA,NA,NA,NA,1118,7.1269203799,10,46.30916,"2159:1",11,51.48367,"1942:1",17,79.56567,"1257:1",6946,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,47,NA,NA,NA,50,47,NA,92.889334741,2611,4172,62.583892617,482,10983,4.3886005645,12.2,NA,NA,NA,8.0291970803,10.637720488,102344,26353,3.883580617,1065,4169,25.545694411,23,10.651106789,28.5,131.11284906,96,88.0168699,NA,NA,NA,NA,NA,10.3,"No",11.290322581,9.9737532808,0.9781477627,0.7804370447,80.583624516,NA,NA,NA,NA,NA,10589,26.8
"45","17087","Illinois","Johnson",201,7033.3097141,NA,NA,NA,NA,NA,16.137607945,3.7688076657,3.9765409514,NA,6.2416998672,NA,NA,NA,NA,NA,16.530659705,24.6,7.1,26.1,69.058973136,20.140740483,5,13,38.461538462,21,162.8,24.542829644,NA,NA,NA,NA,NA,499,5.8788878417,1,7.75194,"12900:1",3,24.08478,"4152:1",83,666.34554,"150:1",5408,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,97.238391225,1456,3173,45.887173022,320,4100,7.8048780488,16.4,NA,NA,NA,30.487804878,12.626728111,97217,22304,4.3587248924,688,2280,30.175438596,16,12.403100775,30.5,262.14009454,50,78.59040254,NA,NA,NA,NA,NA,11.2,"Yes",9.6559378468,8.1797752809,1.4206437292,0.5549389567,84.589308996,NA,NA,NA,NA,NA,3835,45.4
"46","17089","Illinois","Kane",4327,4935.4307905,NA,2551.6487468,9793.865213,3776.4459826,5181.0957191,16.040688669,3.5454121318,3.6730928453,NA,7.1508427933,NA,9.114315139,13.35174954,6.4945542557,6.6370023419,13.14262051,28.8,9.3,14.8,96.438947424,20.902985646,47,147,31.972789116,2037,381,20.695745371,NA,3.9675383228,37.454424925,38.03165554,5.4070011342,41912,9.1037245076,218,40.77304,"2453:1",354,66.26533,"1509:1",1340,250.83487,"399:1",4709,NA,2540,8437,4720,4564,40,NA,33,37,29,42,49,NA,49,37,37,51,NA,88.10308255,84520,136485,61.926218998,13452,273901,4.9112635587,11.9,14.714714715,9.1865489386,41.200499262,21.557676686,4.809976247,146416,34668,4.223376024,36796,138618,26.54489316,385,7.2007436404,857,165.71738515,1107,41.636091533,NA,15.854979785,60.47737686,23.880004161,51.524409608,12.8,"Yes",17.755583698,13.95639172,3.997812572,0.9584388671,79.686467125,65.373134328,79.252011704,79.709360051,75.533001404,83.726664819,260196,42.4
"47","17091","Illinois","Kankakee",1638,8898.7883088,NA,NA,14379.97619,5093.0445232,8104.1088543,16.445733525,3.8403488687,4.0592325456,NA,9.1608846487,NA,11.827956989,16.162109375,6.5284178187,7.1192915437,16.023435143,41.2,8,36.5,79.952225229,19.619378657,31,76,40.789473684,704,642.3,24.143028085,NA,NA,55.48854041,38.136677758,13.32633788,5858,6.6581044065,44,40.14415,"2491:1",53,48.17131,"2076:1",158,143.60503,"696:1",5900,NA,NA,7927,1864,5802,43,NA,31,41,23,44,46,NA,46,32,35,47,NA,93.163778626,16066,26583,60.437121469,3032,55920,5.4220314735,20.2,NA,NA,51.520756268,26.736441484,9.5337463319,108008,23230,4.6495049505,9524,25556,37.267177962,120,10.948405638,309.5,317.84175691,412,74.652422308,NA,NA,84.606290999,40.411849457,78.011868771,12.3,"No",15.773221344,14.174369223,1.4328063241,0.9263833992,83.385149594,NA,85.758998435,72.602485624,82.711020593,85.019316068,49534,29.3
"48","17093","Illinois","Kendall",835,4474.6015169,NA,NA,6573.8274164,3594.9598465,4511.3912407,13.435042057,3.0813495426,3.475683056,NA,6.8602993585,NA,10.730593607,11.111111111,6.8439192516,6.2950086913,13.875341355,31.4,9.4,22,93.856331056,23.116101592,11,40,27.5,412,326.4,8.9865847745,NA,NA,18.721299894,13.916767028,5.9840425532,5984,5.2563618316,47,37.23716,"2685:1",47,36.74315,"2722:1",123,96.1576,"1040:1",4117,NA,NA,1659,3182,4093,41,NA,50,27,31,42,53,NA,58,35,40,54,NA,95.267103935,26413,36285,72.79316522,2380,67661,3.5175359513,5.4,NA,2.1093000959,21.140684411,11.404169807,3.5412577865,146913,47749,3.076776477,7412,36106,20.528444026,67,5.3082761571,127.5,104.20369984,257,41.216743941,NA,NA,48.999955455,24.713150927,45.833549707,12.4,"Yes",12.705283259,10.678247541,1.8841502228,0.5346912794,83.795068824,NA,60.294117647,71.924162969,78.053352559,80.010602292,62987,51.2
"49","17095","Illinois","Knox",817,7711.5445309,NA,NA,12334.933063,NA,7563.9963204,17.961998821,4.1612264024,4.289513608,NA,7.8461149076,NA,NA,10.42047532,7.2664359862,7.3989569752,17.757583803,29.2,7.6,30.1,76.624652771,18.298351814,11,39,28.205128205,204,402.9,29.380246473,NA,NA,54.24954792,51.315789474,25.337464041,2119,5.780457199,29,57.26924,"1746:1",19,37.91507,"2637:1",88,175.60664,"569:1",4615,NA,NA,5507,2148,4672,50,NA,31,56,40,51,50,NA,68,35,45,51,NA,86.847717842,6485,11509,56.347206534,1183,22203,5.3281088141,22.7,NA,NA,73.798730734,34.85380117,18.315018315,86990,18321,4.7481032695,3864,9929,38.916305771,69,13.626130574,156,354.78735501,179,70.14161553,NA,NA,66.193018843,NA,74.014765713,11.1,"Yes",11.53937101,10.048309179,1.3005438638,1.3478363679,82.393260031,NA,NA,75.727181545,71.70212766,83.54335754,21009,18.1
"50","17097","Illinois","Lake",5757,4856.1713627,NA,2264.948721,10122.957836,3850.7333071,4914.4323662,14.044699195,3.189783999,3.6245527539,NA,7.5104983463,NA,9.2794759825,13.641755635,6.6552800518,6.5561932272,13.759033259,25.4,9,19.8,98.817846593,20.373715274,66,203,32.512315271,3357,477.2,14.230093564,NA,1.6074586079,34.951456311,31.136768409,4.5228490116,42349,7.134818399,783,111.29748,"898:1",802,114.43541,"874:1",1980,282.52135,"354:1",4711,16556,2939,9514,4870,4440,44,NA,38,40,37,45,51,44,50,35,40,53,NA,90.943451402,115807,166930,69.374588151,17099,378401,4.5187512718,10.3,5.4545454545,4.5500902173,29.18777578,19.273523467,4.1483836046,174947,36005,4.8589640328,40828,173313,23.557378846,543,7.71833068,1056.5,154.19857244,1602,45.556726229,NA,17.131599235,65.918802161,25.075424237,53.818326832,12.6,"Yes",16.335422875,13.830868474,2.5773301819,0.5857568595,76.85761721,62.35167206,77.864261056,74.052624953,74.372347361,82.179611856,354769,46.4
"51","17099","Illinois","LaSalle",1599,8209.3082735,NA,NA,NA,4056.9171221,8723.8138667,15.107222908,3.8377195828,3.9349839197,NA,7.3770491803,NA,NA,12.556053812,6.4026958719,7.4381389836,16.065017476,28.1,8.2,29.9,81.537691795,20.677331118,37,94,39.361702128,383,348,25.051838686,NA,NA,53.019145803,33.680342927,22.991475071,5166,5.921120497,40,36.3415,"2752:1",57,52.08809,"1920:1",101,92.29645,"1083:1",4608,NA,NA,6322,7256,4574,46,NA,31,44,34,47,45,NA,41,38,40,45,NA,85.48473066,15721,26330,59.707557919,3262,56230,5.8011737507,20.2,NA,27.731092437,58.125,34.665282823,17.274806666,106226,24180,4.3931348222,8162,23877,34.183523893,143,12.992086638,134,124.61986292,496,89.739159383,NA,NA,62.247121071,47.700820454,96.308858321,12,"No",13.297272932,12.071722248,0.9916610322,0.6648636466,84.740737793,NA,NA,63.148636763,77.368057156,86.564020262,50258,29
"52","17101","Illinois","Lawrence",260,8310.3060754,NA,NA,NA,NA,NA,16.689726126,3.8834694391,4.0016642371,NA,9.4947735192,NA,NA,NA,NA,NA,17.81350613,22.6,7.7,26,41.008732846,20.895177773,8,19,42.105263158,35,216.5,43.832428239,NA,NA,NA,NA,NA,745,6.7980655169,4,24.74023,"4042:1",1,6.34317,"15765:1",37,234.69711,"426:1",7582,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,45,NA,NA,55,NA,45,NA,79.020783646,2296,4605,49.858849077,352,5981,5.885303461,20.9,NA,NA,NA,42.857142857,22.289156627,92581,22445,4.1247939407,1048,3114,33.654463712,27,16.699653637,15,107.31148948,67,82.390555829,NA,NA,NA,NA,NA,11.8,"No",10.261026103,7.1441523119,3.0603060306,0.8100810081,81.073674029,NA,NA,NA,NA,NA,6203,24.5
"53","17103","Illinois","Lee",482,6753.8702061,NA,NA,NA,NA,NA,15.238541428,3.5990708362,3.840482846,NA,6.5110565111,NA,NA,14.492753623,9.5808383234,6.0717571297,16.018595132,37.1,8.6,27.7,65.968194055,19.587775835,17,33,51.515151515,97,281.9,24.231409965,NA,NA,54.455445545,27.34375,23.199445983,1470,5.8109657272,24,69.75528,"1434:1",15,43.83017,"2282:1",152,444.14575,"225:1",4301,NA,NA,NA,NA,NA,44,NA,NA,25,23,45,44,NA,46,33,32,44,NA,83.375732899,5277,8453,62.427540518,788,17831,4.419269811,14.3,NA,NA,34.848484848,7.8595317726,12.029416915,102956,25402,4.0530666877,1863,6731,27.677908186,47,13.660408068,48,141.62216387,135,78.397667815,NA,NA,NA,95.858895706,81.253704703,11.4,"Yes",10.403554239,8.2374906647,1.5179563125,0.851536468,83.370668072,NA,NA,NA,77.383863081,83.077377437,15178,25.1
"54","17105","Illinois","Livingston",546,8321.5801732,NA,NA,NA,NA,NA,15.275449708,3.6608315964,3.946925558,NA,7.5380359613,NA,NA,NA,7.5342465753,7.4339622642,15.977553742,34.3,8.5,26.9,69.98716303,20.118026214,7,41,17.073170732,85,232.8,26.454330087,NA,NA,NA,52.747252747,24.871228845,1577,5.7222685874,17,46.55239,"2148:1",15,41.94514,"2384:1",45,125.83541,"795:1",3647,NA,NA,NA,7210,3613,50,NA,NA,NA,47,51,51,NA,NA,33,44,51,NA,93.656704782,4473,8529,52.444600774,734,16610,4.4190246839,16.3,NA,NA,15.642458101,35.490196078,18.740607154,107460,23154,4.6410987302,2773,7540,36.777188329,61,16.704091133,68,183.64480933,171,93.24949967,NA,NA,NA,NA,NA,11.6,"No",12.151462995,10.479166667,1.2048192771,1.1359724613,81.490264603,NA,NA,NA,65.107913669,83.655629139,16024,25
"55","17107","Illinois","Logan",414,7928.1534642,NA,NA,NA,NA,NA,14.046134963,3.5069330442,3.8422601799,NA,8.4480303749,NA,NA,NA,NA,NA,14.936069391,36.1,7.9,24.3,73.934994225,20.780061209,14,30,46.666666667,153,523.2,25.229013365,NA,NA,16.37279597,NA,28.102189781,1055,5.2516302454,8,27.3551,"3656:1",16,55.31547,"1808:1",22,76.05877,"1315:1",4200,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,41,NA,NA,32,NA,41,NA,82.157476636,4577,7524,60.832004253,606,12852,4.7152194211,17,NA,NA,NA,38.785046729,9.8360655738,104778,27889,3.7569651117,1380,5575,24.753363229,45,15.387245683,65,233.22987495,104,70.77863302,NA,NA,NA,NA,NA,11.5,"Yes",7.9891057649,7.0032124828,0.7716749887,0.5447117567,79.335732984,NA,NA,NA,NA,NA,12224,30.9
"56","17109","Illinois","McDonough",356,6624.9151495,NA,NA,NA,NA,NA,17.1754568,4.0670838904,4.3517297879,NA,6.6598881546,NA,NA,10.759493671,NA,6.4102564103,16.749291714,34.8,7.4,27.1,72.454924568,20.768385973,4,13,30.769230769,301,976.5,9.3580549239,NA,NA,NA,NA,NA,1573,7.1379951899,15,48.66496,"2055:1",9,30.04507,"3328:1",61,203.63879,"491:1",4206,NA,NA,14548,NA,4095,36,NA,NA,NA,NA,NA,47,NA,42,36,NA,47,NA,89.252420185,4669,6548,71.304215027,684,13359,5.1201437233,22.9,NA,14.84375,55.405405405,13,15.847897969,96850,15580,6.2163029525,1532,5120,29.921875,43,13.950621289,81.5,257.36571194,98,63.231109706,NA,NA,NA,NA,NA,10.8,"No",15.118243243,13.472654513,1.9847972973,1.097972973,74.893227578,NA,NA,39.420289855,NA,79.334322994,13112,15.2
"57","17111","Illinois","McHenry",2908,5319.7585802,NA,NA,NA,4098.8613413,5611.4474672,13.410050334,3.2857627073,3.7207096843,NA,6.6039010766,NA,9.3655589124,10.084033613,6.4645039962,6.4388489209,13.611800059,33,8.9,21.3,91.671524809,22.039253491,51,119,42.857142857,759,245.5,9.3212362077,NA,NA,13.375796178,29.11525123,5.363498137,15821,5.9537428688,158,51.11251,"1956:1",193,62.54659,"1599:1",596,193.14904,"518:1",4866,NA,2570,1968,2984,4974,42,NA,39,32,34,42,50,NA,51,34,43,50,NA,93.090276588,51688,73353,70.464739002,5799,165849,3.4965540944,7.8,NA,9.7883597884,28.68157286,22.643896268,6.3092306544,147437,39380,3.743956323,14554,73738,19.737448805,216,6.9875324306,288,95.731314112,890,57.817662581,NA,NA,NA,35.781601201,64.048379457,12.1,"No",13.699936427,12.149874343,1.6710562165,0.4677141041,82.378912315,NA,74.444444444,81.483830057,75.980112013,81.852146539,160359,49.2
"58","17113","Illinois","McLean",1492,5514.6079745,NA,NA,9668.8805905,NA,5474.9721865,14.719305294,3.4999604338,3.8027216952,NA,7.8423149507,NA,9.5588235294,12.543554007,6.6666666667,6.9155748202,14.973773714,33.5,7.7,23.2,83.865260774,21.944173257,21,68,30.882352941,966,560.7,11.609046673,NA,NA,33.764488493,22.054718035,8.1351258187,7229,5.1281505601,98,56.88084,"1758:1",116,67.11875,"1490:1",444,256.90282,"389:1",4077,NA,3875,6873,NA,4018,55,NA,57,53,57,55,57,NA,57,45,44,57,NA,91.588411574,34198,43694,78.267038953,3680,87889,4.187099637,10.5,NA,1.1025886865,37.257142857,27.769985975,8.0379240757,130476,25210,5.1755652519,9086,37419,24.281781982,203,11.782459806,496.5,287.30394327,473,54.697067289,NA,NA,72.117674273,28.403711418,57.759420576,11.7,"Yes",13.766962323,12.465711204,1.5540899098,0.5913122584,80.61097884,NA,66.751767478,69.511805999,75.911684446,82.610104047,89463,15.6
"59","17115","Illinois","Macon",1585,8084.8688678,NA,NA,11243.090945,NA,7371.370869,16.337623633,3.8841816905,4.2408942144,NA,9.7391490272,NA,7.2916666667,15.447456368,7.2961373391,7.4557165862,16.439218044,31.5,7.4,29.6,85.029069767,17.846508609,23,63,36.507936508,756,714.5,35.59056417,NA,NA,70.726915521,18.633540373,24.279568625,4550,5.5362227143,88,83.17502,"1202:1",59,56.34502,"1775:1",154,147.07006,"680:1",6514,NA,3934,8231,9113,6318,48,NA,54,50,21,48,46,NA,45,29,33,48,NA,84.808781484,16007,24788,64.575601097,2795,49961,5.5943636036,27,NA,14.468085106,46.269000461,36.71957672,16.291045275,98691,20566,4.7987455023,9728,23610,41.202880136,162,15.311764539,416.5,389.60553025,397,74.523761254,NA,NA,62.796892567,NA,80.258956005,11.8,"No",13.096299599,11.325873177,1.448952296,0.8916629514,83.815176463,NA,80.130718954,78.25136612,69.18429003,86.781272531,47007,13.7
"60","17117","Illinois","Macoupin",700,8521.5324205,NA,NA,NA,NA,NA,14.360907995,3.640731782,4.1235867912,NA,9.6015061186,NA,NA,NA,NA,NA,15.814530973,28,8.2,23.4,61.298021564,19.858591599,7,25,28,102,224.4,20.663744521,NA,NA,NA,NA,NA,2149,5.9535682624,11,24.20455,"4131:1",16,35.30996,"2832:1",24,52.96493,"1888:1",4784,NA,NA,NA,NA,NA,44,NA,NA,24,36,44,35,NA,NA,26,44,35,NA,87.940447234,6546,10438,62.713163441,1132,23066,4.9076562906,19.3,NA,1.4492753623,6.4516129032,72.631578947,19.608279546,103007,23261,4.4283134861,3032,9666,31.36768053,73,16.063019848,75,170.07381203,203,88.582462418,NA,NA,NA,NA,NA,11.5,"No",10.557184751,8.5173160173,1.4876033058,0.9064249533,83.457313168,NA,NA,NA,NA,NA,20299,43
"61","17119","Illinois","Madison",3872,8583.3797377,NA,NA,14083.413501,NA,8282.2163305,15.327855388,3.5633936141,3.9721839776,NA,8.5049112202,NA,7.3359073359,13.661390227,6.880733945,7.6886930984,16.476964233,36.9,7.5,23.9,81.337779725,20.939101793,57,166,34.337349398,1238,466.4,23.230410719,NA,NA,47.566371681,31.906300485,19.011837132,10782,4.9205690007,121,45.58675,"2194:1",231,87.34747,"1145:1",416,157.30108,"636:1",5091,NA,NA,7336,3784,4994,42,NA,15,40,35,42,51,NA,50,36,45,52,NA,86.985338718,47800,68146,70.143515393,6080,134575,4.5179268066,17.3,NA,3.1189083821,44.255514706,30.998613037,13.672005898,111283,24716,4.5024680369,18848,57791,32.614074856,362,13.638350136,580.5,248.72637528,1263,95.075567386,NA,NA,82.797906869,28.121484814,99.996943325,12.6,"No",12.096435079,10.584945013,1.051254497,1.051254497,85.263132343,NA,72.63986014,74.618514751,78.204314721,85.730105819,123588,37.7
"62","17121","Illinois","Marion",707,11020.310499,NA,NA,NA,NA,NA,16.715550642,3.9753565297,4.2113966595,NA,8.7867326157,NA,NA,14.414414414,NA,8.3066067992,17.383112956,29.6,7.2,32.3,64.728554403,18.721893362,11,36,30.555555556,145,382.6,43.089328462,NA,NA,39.316239316,NA,43.729722105,1854,6.173415024,14,36.93736,"2707:1",15,39.87241,"2508:1",110,292.39766,"342:1",6641,NA,NA,8885,5813,6511,42,NA,NA,47,25,42,46,NA,NA,33,39,46,NA,82.080718796,5340,8767,60.91023155,879,17778,4.9443131961,30.2,NA,73.529411765,57.894736842,46.666666667,25.82925503,89437,20122,4.4447371037,3535,8477,41.701073493,85,22.42625719,127.5,347.06626924,194,101.79879521,NA,NA,147.66374855,NA,100.89264339,11.6,"Yes",12.941919192,9.5132039453,2.0517676768,1.8939393939,85.171990172,NA,NA,NA,NA,NA,16280,24.3
"63","17123","Illinois","Marshall",208,8022.25368,NA,NA,NA,NA,NA,13.494886361,3.4856533846,3.8608589529,NA,8.111239861,NA,NA,NA,NA,NA,14.477472573,26.5,8.4,26.5,58.393987342,20.258272002,8,15,53.333333333,19,162,27.589326097,NA,NA,NA,NA,NA,528,5.8862876254,1,8.52515,"11730:1",4,34.68008,"2884:1",NA,NA,NA,3463,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,86.506382979,1477,2435,60.657084189,286,5510,5.1905626134,13.6,NA,NA,NA,20.325203252,18.814306712,104012,23773,4.3752155807,490,2318,21.138912856,21,17.902813299,18,161.11707841,46,77.704015271,NA,NA,NA,NA,NA,11.5,"No",9.4853683148,8.3045685279,1.0090817356,0.2018163471,84.547002081,NA,NA,NA,NA,NA,5287,48.3
"64","17125","Illinois","Mason",237,7534.7004087,NA,NA,NA,NA,NA,14.906069905,3.7456682008,4.0902277747,NA,8.0906148867,NA,NA,NA,NA,NA,16.240359929,29.8,7.4,27.4,54.670666848,19.414932841,3,7,42.857142857,36,262.5,31.207598372,NA,NA,NA,NA,NA,663,6.2529472791,3,21.87386,"4572:1",5,36.85957,"2713:1",4,29.48765,"3391:1",4358,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,87.041523342,1572,2999,52.417472491,379,6318,5.9987337765,23.4,NA,NA,NA,NA,NA,90077,22115,4.0731177934,1114,2808,39.672364672,20,14.582573824,36,363.5996364,65,95.048694177,NA,NA,NA,NA,NA,11.2,"No",11.585866886,10.17369727,0.8052588332,0.8216926869,80.708401977,NA,NA,NA,NA,NA,6070,43.1
"65","17127","Illinois","Massac",293,11413.566975,NA,NA,NA,NA,NA,16.496836009,3.9261385011,4.2177694444,NA,7.8733031674,NA,NA,NA,NA,NA,16.249928423,33.4,7.8,30.9,77.166375008,18.150717856,7,16,43.75,68,474.1,36.668951337,NA,NA,52.044609665,NA,35.024154589,696,6.1435254656,3,20.91467,"4781:1",5,35.51136,"2816:1",43,305.39773,"327:1",5597,NA,NA,11246,NA,5356,45,NA,NA,34,NA,45,47,NA,NA,33,NA,48,NA,86.321171171,2063,3304,62.439467312,403,5748,7.0111343076,26.1,NA,NA,51.041666667,NA,22.715206674,88472,18706,4.7296054742,1074,3197,33.59399437,25,17.428890128,47,318.13720513,68,93.466936071,NA,NA,NA,NA,NA,11.2,"No",13.865546218,12.46179966,1.512605042,0.3361344538,84.753042233,NA,NA,NA,NA,NA,5588,28.3
"66","17129","Illinois","Menard",165,7038.7460252,NA,NA,NA,NA,NA,13.071017378,3.4232929307,3.8680147271,NA,7.8823529412,NA,NA,NA,NA,NA,14.616425182,30.1,8.9,22.3,42.109405746,20.987927989,3,9,33.333333333,24,196,13.559322034,NA,NA,NA,NA,NA,535,5.4073175662,5,40.83299,"2449:1",2,16.27604,"6144:1",5,40.6901,"2458:1",3877,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,86.882966226,1754,2779,63.116228859,268,6689,4.0065779638,14.5,NA,NA,NA,27.472527473,18.50345669,120477,31314,3.8473845564,893,2671,33.433171097,11,8.9832584728,9.5,83.766863592,50,80.563298584,NA,NA,NA,NA,NA,11.1,"No",11.781609195,9.8344693281,1.8199233716,0.6704980843,82.120305749,NA,NA,NA,NA,NA,6018,49.1
"67","17131","Illinois","Mercer",251,7129.2038665,NA,NA,NA,NA,NA,13.724373552,3.4377685641,3.832550437,NA,7.51953125,NA,NA,NA,NA,NA,15.154565366,32.6,8.2,24.2,54.442010466,20.125443892,1,5,20,38,243.3,20.420986491,NA,NA,NA,NA,NA,653,5.3441361814,3,19.20861,"5206:1",3,19.22954,"5200:1",2,12.81969,"7801:1",3304,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,87.4,2201,3383,65.060597103,428,8103,5.2819943231,12.6,NA,NA,NA,9.4202898551,18.747993579,98096,26998,3.63345433,908,3371,26.93562741,28,17.928031758,15,95.712098009,62,78.728159285,NA,NA,NA,NA,NA,10.8,"Yes",8.7585681645,6.8619892059,0.5788271135,1.2795125666,89.71975393,NA,NA,NA,NA,NA,7315,47
