"","YPLLRate","HealthBadDaysMentAvg","HospPrevRate","Income20thpcntl","InjuryDeathRate","LBWPct","LifeExpect","MammAnnualPct","PhysInactPct","SmokersPct","UnemployedPct","UninsAdultPct","VaccinatedPct"
"1418",8274.642424,4.0993313708,4576,31201,68.589675891,8.6236050051,76.890804268,36,28.8,15.317170828,3.7608357413,13.324873096,53
"1419",11467.759863,4.4761470941,6054,15466,77.093674094,12.205421605,73.581702162,45,28.6,18.729759822,4.4249622368,19.623780259,49
"1421",10556.757168,4.2973069624,6933,20154,126.35303037,9.1930951425,72.958833478,32,32.3,17.182069371,6.3540260909,18.634309867,23
"1424",8530.8019007,4.4451004958,5995,19401,89.061302436,8.1463990555,76.878464311,39,35.3,18.404401675,4.97372472,18.975635782,39
"1425",9728.0519405,4.5320186428,6441,18743,79.477712263,10.029130254,75.188805919,36,30,21.678630446,4.5241917786,19.991301708,35
"1426",11071.904213,4.5877435868,5894,17909,82.196489463,14.601828541,75.21256267,43,31.2,18.854159609,4.6086701923,18.54587208,41
"1431",8941.5579177,4.3018039568,6010,20535,82.906580639,9.8742636068,76.322790978,39,26.3,19.193371227,5.527458493,17.224375189,38
"1435",10882.861562,4.7581964567,7000,17211,89.775824485,11.363299214,74.542123882,38,35.9,18.802358804,4.7710147191,21.924158767,48
"1438",7007.2132333,4.2708501667,6893,21297,59.256446185,10.091743119,78.847701582,45,25.5,16.88335727,3.6348738119,16.541949814,50
"1439",10771.744263,4.3711775552,6023,16276,81.550491626,13.193851409,75.194808843,48,33.6,19.776140155,5.0343698854,16.030050475,36
"1443",15319.964724,5.0346639129,6337,7937,98.391825501,14.378478664,70.465850703,44,33.3,23.927844953,6.7505609209,19.559504442,38
"1444",10744.891682,4.6357056704,5061,15032,95.073014916,10.759700033,74.198659751,34,32.7,20.156853236,4.7125417718,18.480309493,50
"1446",6986.8445187,3.9003127362,4729,30600,61.09334025,10.499780798,76.614878391,47,22.4,14.729055959,3.6583306756,13.029680791,48
"1447",12534.254206,4.8472436657,7946,12749,120.98113327,11.650485437,73.664045864,38,29.6,19.884241349,5.1431391905,20.483882345,38
"1448",11739.701788,4.4221155737,5606,18986,98.871082164,11.571906355,74.267138853,32,37.2,18.566897276,5.0030840929,17.911330049,42
"1454",9025.7525916,4.685079901,3238,11125,42.665378655,11.349693252,77.963554035,41,24.3,19.058866586,4.7111584743,18.40333959,50
"1455",11921.099745,4.6921587056,7662,17709,107.05072332,11.79138322,73.444134225,33,40,21.393458933,5.9367771781,18.539688851,50
"1462",7444.1589414,3.883603129,6158,30656,63.319788828,8.9796878676,78.96677932,43,30.2,15.596527157,3.4077926171,13.102104529,48
"1463",12938.318508,4.861248385,7670,15199,109.43236374,13.169230769,73.237815525,39,37.8,21.472143441,3.9157542579,26.63964182,32
"1467",10400.310231,4.4061363855,6816,19357,84.814839292,11.772665765,74.310407966,37,34.7,17.542791708,5.4336622,16.540980353,34
"1472",12995.95687,4.6861157493,7112,16239,122.10262777,10.327635328,72.41880039,36,41.5,18.40760414,4.6448410353,20.977343403,48
"1476",12175.461346,4.5416987164,6545,16071,86.180546121,12.900992384,73.575561907,39,35.3,20.433171409,5.4545454545,17.8532863,40
"1477",14714.778032,4.8535520269,7030,12132,103.13960349,13.858585859,71.235141738,37,35.9,20.515537571,7.0544628445,21.165355516,37
"1484",8412.0721659,4.8216125407,2032,12984,73.983707843,8.3557951482,77.531515136,42,31.7,20.528843188,3.513868066,12.266112266,52
"1485",6467.8532391,4.1971850483,4186,25165,61.935839059,6.631097561,79.681076329,44,21.6,18.23372316,2.6639132679,11.153284672,49
"1486",7886.29844,4.2710256308,7195,23011,79.464184357,4.6575342466,78.241482526,42,23.8,17.924706355,2.4900757849,13.683483068,45
"1487",8793.1108464,4.6448310863,3828,22586,65.056769776,9.2735042735,75.890456661,50,31.6,20.665544602,3.091447612,15.198336057,30
"1488",9525.4476995,4.6102248625,3740,19076,93.412463572,7.5824549473,75.943556245,40,28,21.514433942,2.9694715239,20.87879389,35
"1489",7562.6479373,4.6658931584,6222,18942,63.873060696,8.1632653061,78.690109407,38,30.2,20.395320801,3.0882069099,17.364550503,36
"1490",9028.3597477,4.4427351676,6578,22742,103.53101667,7.0714834743,76.062471188,38,27.4,19.935364701,3.8065326633,15.38378144,30
"1491",10032.441123,4.5633141385,4536,17094,122.53477981,7.9350766456,75.656755528,41,31.6,19.500435295,4.5219095618,17.468482098,37
"1492",9664.4169524,4.6326292864,4980,18478,90.01194704,7.1274298056,75.959609829,41,32.6,20.670419815,3.6013095671,16.977690473,39
"1493",5844.9349766,4.2957372623,3645,21894,48.26861826,8.0328648061,80.181556209,50,22.8,18.520999173,2.271557139,11.73028797,50
"1494",8761.5516006,4.6507773958,5002,21050,72.108904663,8.2669322709,76.342799715,45,32.2,21.826876691,2.959389724,14.181507779,53
"1495",10607.867806,4.9923828873,7084,15048,100.48278473,10.910989298,74.277865407,32,39.7,22.404305006,4.5788050974,15.86036961,22
"1497",7314.1792083,4.1681136356,3662,25465,76.586384544,8.5034013605,77.898298231,44,28,18.171042767,2.9307156068,12.656766334,51
"1498",8301.1232767,4.4046093701,3355,22668,95.449639165,6.4851307775,79.386717855,46,27.4,17.650219832,4.214662504,16.559453008,35
"1499",7873.2051186,4.4713597854,4313,21611,74.151084746,8.5991244528,77.537984509,46,29,18.286987031,2.7544491102,12.531684293,48
"1500",8735.7784143,4.5864587149,4516,17250,103.40099355,7.6479076479,76.492196467,46,28,19.857264146,3.1390134529,16.123778502,48
"1501",12845.395792,4.6397107793,5575,17228,109.98964803,7.460035524,72.772589606,30,36.9,20.822800515,5.1333068046,19.656160458,28
"1502",6768.4165918,3.9999085536,5183,31871,69.842319777,7.0774862721,78.758399082,45,26,16.859062744,3.0522560953,10.958166843,47
"1503",8987.6663122,4.8511592196,2594,18586,84.117479327,6.4212999217,75.695815093,33,29.8,22.519250331,3.4440344403,17.872110315,29
"1505",6093.6038022,4.3516902677,3775,27449,64.188196951,6.0704225352,79.669693558,46,24.9,18.515598595,2.5768587084,12.53037277,51
"1506",7161.0974581,4.4158211596,9621,21447,61.753808152,6.8783068783,78.469635098,40,28.7,20.125749204,3.85942893,16.014799154,49
"1508",7329.8307301,4.2819410792,5227,26584,64.363870414,7.2327044025,76.692311846,40,34.5,18.460077735,3.1514928124,11.010845269,45
"1509",6853.6046595,4.0373370343,3386,27031,63.117481978,8.4632169576,79.156729139,55,20.7,18.154475697,2.5007193492,12.283394971,58
"1510",7481.500753,4.2591419895,3870,22677,46.492640555,8.242159008,77.348615391,42,25.8,19.34786561,3.0980603448,12.700947514,44
"1512",9151.9532424,4.8336711265,3861,19968,76.293704454,6.7368421053,76.60102764,41,28.4,21.317466442,2.7125279642,17.625985192,42
"1513",10346.656621,4.655927155,4565,18983,89.517933829,7.6398362892,75.571108373,36,28.9,20.410061905,3.9190353144,20.158526135,25
"1514",5600.6663022,4.3648392733,5184,23192,67.578982936,6.3183475091,79.002667318,37,30.4,20.374349836,3.0138339921,18.481473062,41
"1516",8963.3807404,4.7870026549,5868,16831,112.17700758,8.832807571,77.007478312,33,28,22.088572976,3.3069849976,19.721254355,27
"1517",9797.3400553,4.8461979623,4864,16327,86.631814787,6.0263653484,75.778362563,31,30.3,22.186456977,4.5717708125,18.489619618,36
"1518",11932.032022,5.6126886402,7491,13506,107.01436487,11.786558595,72.606778586,37,43.8,25.767353247,5.5032226078,16.812662357,37
"1519",9128.7508606,4.2474150649,4090,26271,117.04138054,7.8212290503,76.835830744,48,32.6,18.658496978,3.067684128,12.519561815,52
"1520",8831.5853371,4.2559478188,3928,23514,127.09057231,7.756232687,76.811094669,47,27.3,18.452025075,2.9024767802,13.97234144,40
"1521",7715.3845515,4.4577113346,4757,18171,74.689292543,6.6153846154,76.533032758,39,29.5,18.993519582,2.4274553571,14.437194127,45
"1522",8399.319154,4.3948735705,4439,19742,88.066991841,7.3135852911,77.256335449,46,24,19.506400796,2.5501340049,13.616343522,52
"1523",10611.798914,4.4723437164,4203,18243,111.28333532,8.0705009276,76.341712726,41,28.7,19.857453451,3.6155202822,16.078877512,45
"1524",8131.2748447,4.6440237869,4025,18518,91.232338355,7.7127659574,77.46533776,39,35.4,20.914508004,3.0825496343,17.557420495,37
"1525",9205.15268,4.6208655855,5190,19950,96.44618762,8.3096186682,75.980872322,38,29.7,20.603820001,3.5630423686,15.465279498,35
"1526",11468.565177,4.9293014389,4800,15898,128.55398196,10.601265823,75.472478535,46,28.5,20.417093638,4.1210224309,19.110731082,25
"1528",8747.7765345,4.548636078,3597,25068,75.051350924,9.4247246022,77.347134761,46,25.2,19.628655533,2.8353106777,14.607967983,39
"1529",9109.0755042,4.9771308133,3813,15611,93.183641537,7.0967741935,75.83912504,32,31.8,21.895458878,3.5729686441,16.045640934,37
"1530",11315.782593,4.7764363863,5449,16699,114.13503355,9.8885793872,73.863195657,33,26.8,22.000969956,5.3893905192,15.367368058,38
"1531",8820.9210175,4.3216285968,5302,22017,90.414946833,8.9522536345,77.264784931,43,22.8,20.051586925,3.733484604,15.323272126,48
"1532",8947.6160627,4.659701118,4211,21056,74.4837721,6.977946244,75.904256031,46,27,19.176555104,2.7461853631,17.520757839,49
"1533",9149.42363,4.4844593463,5393,30612,112.84614416,7.6578816509,75.914726455,43,22.6,18.827690898,3.1153184165,12.104080545,52
"1534",6379.0234396,4.411921005,5309,24585,61.896784332,6.6586682663,78.424512947,37,27.9,20.002152887,3.7054923827,11.946861835,42
"1536",10052.016084,4.6271113827,5051,20288,88.985007716,8.4156933214,74.597297288,38,30.2,21.873365753,3.6937742032,17.164956121,27
"1537",8342.8414449,4.3410040669,5473,24188,73.508692403,6.8287037037,76.812671635,41,30.1,18.667291431,3.2075804838,12.57938188,38
"1538",10419.645833,4.6011641536,4553,20458,87.262314698,7.0494599204,74.870221022,40,27.9,21.125114509,3.0497237569,16.848328099,38
"1539",11213.002095,4.5027506357,5368,20616,91.449474166,9.0047393365,74.588850224,40,23.1,19.619468805,2.8436948421,13.81811419,31
"1540",8428.3243486,4.4505537816,5291,25803,99.970871796,7.5409836066,76.55744973,39,27.3,20.602963802,3.3032484379,12.5,43
"1541",11046.867396,4.5820269726,3883,20565,78.670469073,8.0612244898,74.251583916,37,28.7,20.446791227,4.6951100721,15.07842557,40
"1542",7884.0271164,4.5072366596,5107,20086,91.227606267,8.5764809903,78.066358909,39,27.6,19.753837115,2.4933333333,14.731785428,48
"1543",7948.3726754,4.3701629443,3735,21245,79.855474682,7.5121163166,77.574581049,48,29.3,19.633450269,2.9369534003,14.536219615,40
"1544",10437.846363,4.8020403488,4695,17910,87.591240876,8.6,74.135136342,33,28.7,21.767867944,3.5505124451,15.230291043,38
"1545",9349.5172325,4.6171794732,3526,20936,96.69440072,6.6549912434,77.185876525,43,35.5,19.890701899,3.3040784719,17.455043002,44
"1546",7365.4219099,4.5401865052,7374,19698,80.600333519,7.8027950311,77.076022776,52,28.2,20.395535027,3.0934256055,12.377708978,23
"1547",9847.945724,4.7316457468,4969,20183,95.640042468,8.144989339,74.82076902,31,20.1,23.042373665,3.0360711906,24.733683421,34
"1549",7907.6637266,4.5710958879,3791,19743,82.523963689,8.0149114632,77.498775808,47,26,20.277783793,3.6575297226,16.305398316,45
"1550",12792.640813,5.0731101432,7028,14425,123.20804766,11.845730028,72.284656178,38,36.6,27.050968014,3.823479872,16.850870553,29
"1551",6337.8954057,4.12262363,3658,24526,57.484910211,6.1379310345,78.34917579,53,29.5,18.574534633,2.9904471826,18.657957245,51
"1552",7445.4773693,4.281102403,4656,22361,60.291253131,7.5642965204,78.679675573,50,31.2,18.063932591,3.5606060606,14.454526271,37
"1553",10162.50879,4.658821397,3576,20429,94.60575203,6.7464635473,75.318269338,43,28.4,20.730841507,2.8807307219,15.532014332,33
"1554",10003.778369,4.7342456899,3805,15582,88.997003768,7.1698113208,74.897760915,45,24.7,21.781675017,4.2668344871,22.272215973,39
"1555",12632.042543,5.060896647,7307,14771,104.1748345,11.02117061,72.512045589,38,38.6,25.228160152,4.7725577927,16.489836391,33
"1556",8720.9459546,4.4579715591,4370,24120,78.30050297,7.021743467,76.243282992,40,27.8,20.1383502,3.0148354877,19.298716801,40
"1557",5824.1048617,4.654295857,3230,17278,55.586436909,6.4785118666,79.578887487,46,25.2,20.104247655,2.9295774648,12.736230011,31
"1559",6395.1746631,4.1046296123,3099,28550,84.831288119,7.4696545285,79.150967039,57,32.8,17.447801224,2.4156660949,11.626740248,60
"1561",13773.708266,5.1706350978,8920,13991,99.644795611,11.260053619,71.474555735,33,41.5,25.015502935,5.5441801859,15.041841004,29
"1562",7182.659091,4.2756942411,7702,24925,66.635431308,6.670984456,78.069243288,48,27,19.17880296,2.3395261968,10.283844725,40
"1563",8301.0691876,4.5565583969,6278,20933,91.598872484,6.8164979007,76.600274615,41,28.1,21.552639474,4.1368990153,17.804371718,47
"1564",9474.7858356,4.5614245795,5510,16159,85.819644653,7.7595936795,76.029586957,40,28.2,20.287563241,3.0820872749,16.721412838,38
"1565",8647.3100983,4.4385558917,6550,22908,77.923764584,8.6251621271,76.349270896,37,29.6,21.18311082,3.6095908262,14.367629558,31
"1566",5605.0677545,3.7800284489,4283,35252,64.455322125,6.2925998053,80.234791579,49,23.5,17.988413851,2.5634816301,7.93764644,54
"1567",7627.3164577,4.5086028373,3023,21639,83.776013404,6.1871039881,76.814462877,39,26.4,20.742561399,3.6499406797,16.365478804,27
"1568",8119.2680976,4.3402556154,4590,25046,73.656714151,7.0775420629,76.388644127,31,21.9,20.24168858,3.5955977852,14.346870738,20
"1569",10450.465351,4.6628481735,4216,18780,62.220009955,8.2524271845,75.40012946,37,30.7,21.604293175,3.4426229508,16.257309942,42
"1571",8695.431523,4.4030169451,3860,18443,68.869971891,8.7928464978,75.694816028,41,32.8,21.593219422,3.8412791265,14.131088394,41
"1572",9366.9383202,4.2852285308,6565,25348,92.778181373,7.1748878924,75.416383571,40,33.3,19.508338177,3.593410572,13.619167718,46
"1573",10087.875439,4.7245868744,5930,18307,143.83540227,10.262529833,76.546089993,31,31.1,20.591366496,3.0931227377,17.786561265,33
"1575",7229.2995782,4.5117372407,5652,21161,80.771235018,8.8528025144,77.631829815,49,32.3,20.276507862,3.0376444279,15.496232163,49
"1577",6923.625861,4.6433522375,5766,17000,93.579624054,4.5614035088,78.567559175,34,35.7,21.11973445,2.8571428571,25.517241379,41
"1578",10533.826575,5.0450403889,5991,17064,92.948800702,9.6004599023,75.170556989,40,34.9,22.406411822,3.4170954689,15.056563117,41
"1581",5871.088027,3.7724768837,3951,39426,75.614386111,6.8884978403,80.181535273,46,22.7,16.129224791,2.5397955368,7.4053456708,55
"1582",7401.3299303,4.7451139136,4299,17285,95.895665516,7.132243685,78.161550214,33,29.4,20.767174102,4.3639248876,18.907821803,22
"1583",9846.0016689,4.4791415545,4041,19991,96.540191998,8.501783591,74.883462484,36,32.3,22.20081864,3.6560519167,13.919918962,45
"1584",7988.917825,4.0873860837,4658,29179,88.344348863,9.346188163,78.201088479,48,21.9,15.713734105,3.0089978577,9.8130998655,54
"1585",13079.299418,4.4932521639,5885,14868,142.35474674,12.558945241,73.871902672,37,26.3,24.601234178,3.8248805945,14.762900385,41
"1586",6836.1868581,4.4652492649,6390,25292,87.059401299,7.9169869331,78.380710994,39,29.6,19.370152157,2.7949972811,12.997043959,39
"1587",9398.4242632,4.6348847468,7035,18370,85.197306142,8.7934560327,75.526913339,39,38,21.073521406,4.4385026738,14.697423255,32
"1588",10913.53889,4.4161432994,3166,22188,107.95824763,8.6734693878,76.363278896,44,28.1,18.513532858,4.679212381,16.855405889,39
"1590",9151.5566765,4.6381986423,3562,19424,82.252405701,8.229988726,77.141434607,38,30.5,20.776528292,5.1997912629,19.697217408,39
"1591",9142.1895572,4.8422644103,6007,14518,93.44848263,7.8209542548,76.860839556,30,29.5,22.921850098,4.0915625346,19.693521469,33
"1592",10820.010621,4.5751300367,4796,20764,89.842051877,6.9252077562,75.530246975,35,25.9,20.596814823,3.1495239092,15.764809903,35
"1593",8637.9361682,4.3728301526,4439,27602,93.721264707,6.4027538726,78.02847817,42,26.3,19.527600634,2.8075170843,12.553053378,50
"1594",11721.252871,4.9024282067,9509,16724,108.2867433,10.609816559,73.633612989,34,33.1,22.261736243,4.43900049,15.967217748,33
"1595",11486.733117,4.9959505968,6299,13924,143.04212967,8.9613034623,73.936684004,30,32.8,23.563565367,4.8478015784,18.064168239,14
"1596",7344.7245001,4.7847075552,3923,21932,96.714340529,5.8118786643,77.472225812,37,25,22.363147034,3.1035705841,18.174625337,44
"1598",11932.506937,5.1814589962,3992,16054,77.549861284,7.1720116618,73.212407156,32,30,24.827808585,4.1346801347,20.261372706,30
"1599",5050.9262305,3.5055946527,911,18500,91.715723914,7.8175895765,80.953495031,48,21.8,14.612203466,3.1330557208,12.997054492,56
"1600",20451.041587,4.6493572392,5786,20786,187.78637422,7.6169749728,68.84398713,25,25.1,28.936442869,9.5919968615,25.304659498,40
"1601",12508.748684,4.4932418342,4070,17059,117.07492795,8.2894736842,75.072063113,28,27.2,26.04204289,4.2776080314,21.4922049,18
"1603",6990.3637101,3.345689086,3928,25314,112.00334112,6.4761904762,81.159752308,45,21.5,14.406729612,3.5174047749,12.38764504,46
"1605",7298.5505148,3.818610535,3455,21995,91.536197074,7.9776422764,77.868738189,52,24.5,16.83570847,3.5986049461,12.203411432,47
"1607",5894.1295812,3.6188630257,2795,25276,97.547848902,7.6328502415,79.172816213,37,26.5,15.200744756,3.0982201714,10.410513881,37
"1609",4842.0387778,3.258868596,3918,27706,58.568329718,6.3324538259,80.727000272,38,27.6,14.454886166,2.7161026083,9.2012133468,34
"1610",9949.0393684,3.902957146,4850,17262,138.12457521,9.2519685039,75.583901716,40,33.8,18.76629567,3.5582344935,11.355735805,45
"1612",6500.1812681,3.6750920618,2535,24153,98.789824648,7.0754716981,78.604705258,50,26,14.649975433,3.7203668455,13.188976378,34
"1613",6259.2059764,3.5166370304,2256,25261,81.013359062,6.2707111904,79.661115194,43,20,15.83357938,4.7894043061,12.126824461,43
"1614",4171.4552415,3.1805696838,2405,27708,53.23274005,7.3043266894,82.427431691,40,13.1,14.372680876,2.519983742,9.4938053097,48
"1616",17636.882108,5.0423960477,7210,11928,140.30164854,8.6002372479,69.614459334,20,31.1,30.59191378,7.7892525818,25.076007931,18
"1619",9359.1784241,4.1202656486,3442,20299,83.616093068,8.1196581197,76.767565737,41,27.2,22.913441557,3.599106791,15.679253472,31
"1620",5994.5262998,3.3418437794,3004,28882,86.376261771,7.2231139647,80.219745398,40,22.8,14.519367617,3.836589698,9.2521092521,45
"1622",9607.0045233,4.3022423488,4902,18711,117.57829034,8.6938940558,77.904741022,42,22.3,19.525387091,4.2862580891,18.632248593,38
"1623",6902.6977404,3.425342657,3066,27793,96.12265608,7.440029985,79.457896553,44,19.6,14.140216418,3.3225215061,8.9370479907,47
"1625",8381.8353778,3.7706761697,2580,17153,96.203579187,6.8683565004,78.209724776,31,22.1,16.132728336,7.382133995,14.775243046,19
"1626",5490.7301426,3.2632445286,3977,25705,91.128515837,5.3613053613,82.162975094,37,19.6,13.847949538,3.5427807487,14.720925061,23
"1630",6134.3146943,3.7980494474,2670,21001,78.03503635,6.7591817203,79.461978197,47,16.7,16.976898634,3.3296865338,9.9549020654,50
"1632",7524.9414903,3.4820294048,3670,25729,122.13928814,7.5508228461,80.302083784,33,25.2,14.084042823,3.831330764,11.33640553,29
"1635",8215.3762896,3.8632234007,1993,21547,101.90999047,6.9498069498,77.369136307,35,23.8,18.985571317,4.0560471976,15.972222222,39
"1637",6893.6978144,3.5887287549,3867,26488,107.65202211,8.2191780822,78.062934454,39,25.9,17.886785776,4.1319444444,12.159892509,27
"1639",6657.96951,3.9574367581,3193,20589,94.184353981,6.6741237882,79.7359951,38,23.9,15.327363363,4.1932405966,14.599906411,37
"1640",7790.1363844,3.2402764479,2268,31747,78.988941548,5.6737588652,78.162133474,40,28.4,14.070014976,3.0565461029,11.854512797,50
"1641",19911.880785,4.7691950298,3463,14295,156.38883952,7.6499388005,68.323739418,39,28.5,31.195845796,4.5729657028,24.962556166,28
"1642",14405.883797,4.0130131494,4214,21223,138.16329174,9.2643051771,73.307240179,35,24.6,20.996192513,5.291548934,16.3671875,27
"1643",9974.0749073,4.0862642223,2860,17734,98.634688262,8.2174462705,77.529433585,33,28.8,18.376930736,6.3798530955,17.264759385,22
"1645",8685.821896,3.9337627041,3454,15447,100.89362929,9.0942698706,76.646058352,38,22.5,17.362566529,4.0143868198,11.231972029,46
"1646",4105.7055413,3.2810875356,1842,30130,91.227325766,8.8888888889,81.708894707,49,23.4,13.448808168,3.4063260341,9.2359677117,36
"1648",7705.7495845,3.4604943792,2212,25515,114.86331266,8.9445438283,79.762959628,44,28,14.887896657,3.3678756477,13.585951941,37
"1649",10274.061598,3.5718440913,5183,17352,72.135614956,9.5477386935,76.663812935,40,23.4,17.622494399,2.641509434,15.30735235,30
"1651",8163.2727397,3.6853966545,2727,20761,111.38220006,6.1889250814,79.15194421,50,30.8,16.034640448,3.0515863405,14.236197078,37
"1654",7198.3521251,3.8001668393,3254,25662,88.074954824,7.9921317208,78.303335522,49,22.1,16.188982732,3.3407572383,10.755844988,52
"1655",7241.2696029,3.3831759634,3696,23079,66.490624822,6.07657183,78.58840525,51,25.5,14.59706455,2.8706109869,10.742477977,59
"1656",6363.13405,3.4526310015,4028,22781,69.097647539,5.2901023891,80.015174777,48,24.9,14.201672857,2.3782876329,12.28174016,31
"1661",6181.7075419,3.2803456946,2821,25198,90.043040573,7.1227741331,78.543469806,33,23.4,15.51019114,2.7597703278,11.657349556,38
"1664",5301.9846749,3.1619167456,3588,24873,54.105289707,6.7487179487,81.089142687,50,19.7,14.796608322,2.3433832822,11.405020101,61
"1665",7164.9590058,3.5435899192,2766,22700,106.94533566,6.1349693252,78.588525954,51,32.5,17.03178364,3.3477633478,12.539274493,23
"1666",6342.0942545,3.1981034488,2217,26623,83.894687492,6.4873417722,78.839829914,45,25.4,13.648212121,2.3163467902,10.109840843,50
"1667",5415.0946371,3.1443220602,3412,34092,59.75894638,7.4265085095,79.970055251,45,27.1,15.587730758,2.9604519774,8.3762376238,54
"1668",5715.3631606,3.2165232221,2714,26521,86.406202564,3.7634408602,80.553445811,40,26.3,12.635509516,2.332361516,10.555189818,39
"1671",7123.3829199,3.3018975807,4048,25126,72.945372021,8.6549707602,78.951796685,30,24.3,13.959402913,2.8112449799,7.9200856225,34
"1674",3837.4364308,3.2791239617,2670,26977,62.015503876,5.3164556962,83.9407066,52,27.6,13.068475377,2.4612773181,14.738575545,26
"1675",5833.9899,3.3520519243,6113,24691,85.062317393,6.4130434783,80.051958322,42,29.6,14.799182332,2.1167315175,12.820078006,46
"1676",5596.0362007,3.202420066,5034,25178,42.006545206,6.1008994916,78.533577127,50,32.3,16.892203528,3.4610745105,20.27996198,44
"1677",5947.9194698,3.5106614042,3328,22958,73.855243722,6.99844479,79.786423734,36,20.7,14.954954992,2.6785714286,12.515212982,40
"1678",5770.0118422,3.4043941413,5078,25849,67.204301075,6.7211948791,80.437050217,40,25.9,13.957491123,2.7524354415,18.519924099,35
"1681",6973.3621372,3.6281124932,3805,24576,77.297841648,6.8313953488,78.428746215,50,29.4,17.399007275,2.7322968855,13.125124527,61
"1682",6440.1113627,3.7233846636,3505,26487,53.946931057,7.8892258205,79.131369362,53,21.9,15.893613543,3.0599850981,12.257673965,61
"1688",7768.3859175,3.359903395,1812,23317,78.372796341,6.7462686567,78.345218776,46,29.1,14.594565328,3.160498351,10.108509423,32
"1694",6880.4191097,3.5098378656,3644,23943,55.518939751,7.0826556262,78.299063249,48,27.9,15.71880189,3.1585936512,17.139215409,55
"1695",5047.1307983,3.1662916393,3419,35092,54.350189139,5.5706521739,82.185458006,44,25.3,12.539783362,2.4775736865,8.2791586998,54
"1699",4770.251107,3.1645142821,5910,24874,75.955283761,4.8057259714,80.148425138,49,29.8,13.445443892,2.5502183406,12.724605794,14
"1702",4778.4052485,3.384517998,2402,19190,88.765603329,5.8201058201,79.979617214,37,31.4,15.448445933,2.4789410349,10.78784758,16
"1703",7717.9489563,3.1252689515,4392,23469,116.06313835,7.6158940397,76.701750837,44,29.9,15.861127795,3.5679845709,11.780336581,13
"1704",6942.977531,3.382785936,2459,27361,94.353979607,6.7944250871,78.691459694,48,23.7,14.92266342,2.0571733903,9.6359156857,33
"1705",7369.0038453,3.4919472509,5588,19883,57.079042065,9.5320623917,79.491465506,39,31.1,15.107005715,2.9903254178,11.643993544,51
"1708",7026.6635809,3.5363668272,2892,22978,112.97573375,6.5096952909,79.974625872,47,30.8,13.487088934,3.0420711974,14.853314853,39
"1709",5410.9664078,3.2584882739,3090,26000,47.562809368,6.6396818634,80.225479294,50,17.5,12.899221421,2.5423337794,10.140422282,60
"1710",7487.8134017,3.5953791388,6352,23886,70.991514824,7.7283372365,78.735576316,40,27.7,15.818914419,2.9662405769,10.539922442,50
"1713",7492.3454509,3.5875344123,2495,22671,68.27336656,6.1264271791,77.856480533,44,25.8,15.489283003,2.4951025879,13.586527064,50
"1715",5579.3228668,3.4815855634,3008,24881,56.416042671,5.7750759878,80.345978634,53,30.2,15.550875253,2.7880582285,10.960757781,33
"1718",7625.9832884,3.2047950328,3411,23369,76.925268526,5.8201058201,77.996013217,45,25.4,14.700431367,3.4368070953,9.1083150985,58
"1720",4863.977397,3.5127852357,2928,26007,60.094649072,6.3226744186,80.830773262,46,29.8,13.762924696,2.8276370789,10.578621908,35
"1723",4782.9429012,3.1604606433,3435,24418,69.861368846,6.3511830635,80.422366916,47,25.3,13.382362566,2.2435243728,9.7780443911,50
"1724",8884.905533,3.0408761045,2571,26810,72.526430305,5.6542810985,79.106841764,40,30.6,14.582861604,2.5923208608,8.0350438048,32
"1725",5279.8235926,3.2868679944,2872,27625,61.244785098,5.7715311005,81.053390256,55,23.2,14.898697626,2.6431209603,12.380596617,57
"1727",6658.4148777,3.6901336196,4330,21912,66.825066825,6.5717415115,78.731641944,42,25.3,15.624922463,2.3515276347,10.089876208,52
"1728",7602.6255435,3.4833985604,5588,20708,77.137453966,5.7324840764,78.01061249,41,32.6,16.81022825,2.9780193808,11.612306269,40
"1730",5900.7422415,3.1865644531,2416,23759,69.777827398,7.2908672295,78.373266589,50,29.8,15.470589816,3.0103480715,15.79480684,27
"1731",4882.6882578,3.3496564316,3409,38792,39.874283999,6.3607630658,81.270778463,47,20,12.973444558,2.6568995396,7.9479794798,56
"1732",5986.5438283,3.2616494774,3700,33166,73.101497157,6.7181926278,79.065614303,49,24.6,14.044247837,2.7219583486,8.4974958264,45
"1733",7424.3131464,4.0319260197,3987,22750,69.972451791,8.3233890215,78.277616824,37,25.8,18.203360429,3.2081207252,13.540527101,47
"1734",5410.8471509,3.2181110129,3561,29813,54.63655069,6.2121212121,79.134375072,41,23.1,13.582589606,2.5773195876,7.555847569,19
"1735",8397.9003461,3.6733328645,4414,19633,110.72083079,5.1094890511,77.708438639,35,30.1,16.249212602,2.5650557621,19.464809384,22
"1739",7484.2596593,3.3858218335,3909,24598,82.10180624,6.2176165803,77.789187088,44,24.9,13.466771515,2.2330774599,10.914681015,19
"1741",16595.712285,4.5445983936,5981,18870,126.0998711,6.4727954972,70.119799144,34,32.2,27.011980962,4.0431266846,21.441972661,22
"1743",4632.8703341,3.1758090985,2761,33539,49.75755388,6.0135135135,80.589551949,51,22,13.610386062,2.81024177,7.3698444895,41
"1747",6967.4009222,3.4707715373,4398,23556,86.836963601,6.4807219032,78.385823139,45,26.2,14.206269773,2.4900807224,9.5100467933,50
"1748",10026.294098,4.4693166965,3912,23656,113.89189031,7.7517507848,74.735673648,37,22.3,18.972461727,4.7282059258,14.308357825,44
